source	metaedge	target
Disease::DOID:2986	DaG	Gene::55215
Disease::DOID:5041	DaG	Gene::4215
Disease::DOID:10763	DaG	Gene::2022
Disease::DOID:10608	DaG	Gene::100507436
Disease::DOID:5419	DaG	Gene::2890
Disease::DOID:14330	DaG	Gene::3303
Disease::DOID:1936	DaG	Gene::7391
Disease::DOID:1826	DaG	Gene::5376
Disease::DOID:10652	DaG	Gene::627
Disease::DOID:9074	DaG	Gene::8741
Disease::DOID:263	DaG	Gene::6725
Disease::DOID:10652	DaG	Gene::3479
Disease::DOID:10652	DaG	Gene::3416
Disease::DOID:9074	DaG	Gene::629
Disease::DOID:10763	DaG	Gene::239
Disease::DOID:10763	DaG	Gene::221357
Disease::DOID:10763	DaG	Gene::1585
Disease::DOID:2355	DaG	Gene::1401
Disease::DOID:3393	DaG	Gene::79781
Disease::DOID:1612	DaG	Gene::51129
Disease::DOID:2994	DaG	Gene::251
Disease::DOID:10763	DaG	Gene::4142
Disease::DOID:1459	DaG	Gene::5443
Disease::DOID:10534	DaG	Gene::637
Disease::DOID:3393	DaG	Gene::7040
Disease::DOID:10763	DaG	Gene::10928
Disease::DOID:2841	DaG	Gene::374
Disease::DOID:1324	DaG	Gene::11228
Disease::DOID:7148	DaG	Gene::3127
Disease::DOID:12930	DaG	Gene::4607
Disease::DOID:1612	DaG	Gene::9611
Disease::DOID:2355	DaG	Gene::1604
Disease::DOID:10763	DaG	Gene::2878
Disease::DOID:14330	DaG	Gene::4128
Disease::DOID:3571	DaG	Gene::641371
Disease::DOID:784	DaG	Gene::1812
Disease::DOID:3393	DaG	Gene::10959
Disease::DOID:1192	DaG	Gene::6790
Disease::DOID:2841	DaG	Gene::1232
Disease::DOID:0050741	DaG	Gene::1268
Disease::DOID:10763	DaG	Gene::5340
Disease::DOID:10652	DaG	Gene::3635
Disease::DOID:1612	DaG	Gene::2066
Disease::DOID:4989	DaG	Gene::2230
Disease::DOID:1909	DaG	Gene::5880
Disease::DOID:1612	DaG	Gene::659
Disease::DOID:10652	DaG	Gene::5468
Disease::DOID:5041	DaG	Gene::2597
Disease::DOID:3393	DaG	Gene::1401
Disease::DOID:1826	DaG	Gene::8514
Disease::DOID:9970	DaG	Gene::57678
Disease::DOID:3393	DaG	Gene::2152
Disease::DOID:7148	DaG	Gene::240
Disease::DOID:12306	DaG	Gene::64135
Disease::DOID:8398	DaG	Gene::2335
Disease::DOID:10763	DaG	Gene::340024
Disease::DOID:9008	DaG	Gene::54620
Disease::DOID:2355	DaG	Gene::55120
Disease::DOID:8893	DaG	Gene::3683
Disease::DOID:3393	DaG	Gene::84439
Disease::DOID:10283	DaG	Gene::6387
Disease::DOID:12849	DaG	Gene::7328
Disease::DOID:1612	DaG	Gene::5889
Disease::DOID:2841	DaG	Gene::5321
Disease::DOID:5419	DaG	Gene::80323
Disease::DOID:12849	DaG	Gene::2697
Disease::DOID:11612	DaG	Gene::3977
Disease::DOID:4989	DaG	Gene::4023
Disease::DOID:2377	DaG	Gene::440836
Disease::DOID:2841	DaG	Gene::3123
Disease::DOID:10283	DaG	Gene::6528
Disease::DOID:2394	DaG	Gene::7038
Disease::DOID:1612	DaG	Gene::23406
Disease::DOID:10534	DaG	Gene::29108
Disease::DOID:11476	DaG	Gene::9365
Disease::DOID:1324	DaG	Gene::57099
Disease::DOID:784	DaG	Gene::3156
Disease::DOID:10283	DaG	Gene::6948
Disease::DOID:8850	DaG	Gene::472
Disease::DOID:2174	DaG	Gene::993
Disease::DOID:10534	DaG	Gene::664
Disease::DOID:1909	DaG	Gene::11093
Disease::DOID:219	DaG	Gene::10395
Disease::DOID:9352	DaG	Gene::1030
Disease::DOID:12236	DaG	Gene::23228
Disease::DOID:0050741	DaG	Gene::2560
Disease::DOID:5041	DaG	Gene::125
Disease::DOID:5419	DaG	Gene::816
Disease::DOID:8850	DaG	Gene::2011
Disease::DOID:90	DaG	Gene::5071
Disease::DOID:1909	DaG	Gene::5291
Disease::DOID:1612	DaG	Gene::9473
Disease::DOID:14227	DaG	Gene::83844
Disease::DOID:1909	DaG	Gene::222537
Disease::DOID:11555	DaG	Gene::5793
Disease::DOID:12236	DaG	Gene::1003
Disease::DOID:3565	DaG	Gene::5728
Disease::DOID:784	DaG	Gene::6540
Disease::DOID:5419	DaG	Gene::25874
Disease::DOID:9352	DaG	Gene::3039
Disease::DOID:5419	DaG	Gene::84152
Disease::DOID:2355	DaG	Gene::6157
Disease::DOID:7148	DaG	Gene::117289
Disease::DOID:3083	DaG	Gene::2950
Disease::DOID:3393	DaG	Gene::9734
Disease::DOID:2377	DaG	Gene::5594
Disease::DOID:3953	DaG	Gene::3481
Disease::DOID:1936	DaG	Gene::5468
Disease::DOID:1115	DaG	Gene::6760
Disease::DOID:2986	DaG	Gene::140
Disease::DOID:9835	DaG	Gene::3759
Disease::DOID:9970	DaG	Gene::6648
Disease::DOID:14221	DaG	Gene::2678
Disease::DOID:3393	DaG	Gene::1432
Disease::DOID:10534	DaG	Gene::3553
Disease::DOID:1612	DaG	Gene::5321
Disease::DOID:3393	DaG	Gene::5580
Disease::DOID:0060119	DaG	Gene::25790
Disease::DOID:10534	DaG	Gene::3490
Disease::DOID:11612	DaG	Gene::164395
Disease::DOID:2355	DaG	Gene::10661
Disease::DOID:2394	DaG	Gene::8028
Disease::DOID:3393	DaG	Gene::56897
Disease::DOID:10534	DaG	Gene::5290
Disease::DOID:0050425	DaG	Gene::5789
Disease::DOID:5041	DaG	Gene::5720
Disease::DOID:10283	DaG	Gene::356
Disease::DOID:10534	DaG	Gene::501
Disease::DOID:2531	DaG	Gene::30845
Disease::DOID:2394	DaG	Gene::540
Disease::DOID:14221	DaG	Gene::4018
Disease::DOID:2994	DaG	Gene::2067
Disease::DOID:3070	DaG	Gene::1950
Disease::DOID:9970	DaG	Gene::9021
Disease::DOID:263	DaG	Gene::142685
Disease::DOID:2531	DaG	Gene::54790
Disease::DOID:1612	DaG	Gene::22948
Disease::DOID:10534	DaG	Gene::5524
Disease::DOID:10652	DaG	Gene::1410
Disease::DOID:2531	DaG	Gene::290
Disease::DOID:4989	DaG	Gene::2266
Disease::DOID:3393	DaG	Gene::338
Disease::DOID:9296	DaG	Gene::56169
Disease::DOID:9352	DaG	Gene::79571
Disease::DOID:9352	DaG	Gene::6833
Disease::DOID:2841	DaG	Gene::5172
Disease::DOID:1612	DaG	Gene::3756
Disease::DOID:1936	DaG	Gene::23038
Disease::DOID:14330	DaG	Gene::1137
Disease::DOID:9970	DaG	Gene::51083
Disease::DOID:3070	DaG	Gene::2952
Disease::DOID:12995	DaG	Gene::2555
Disease::DOID:8850	DaG	Gene::2264
Disease::DOID:3083	DaG	Gene::1544
Disease::DOID:2986	DaG	Gene::6880
Disease::DOID:10283	DaG	Gene::81603
Disease::DOID:3310	DaG	Gene::834
Disease::DOID:363	DaG	Gene::55558
Disease::DOID:1612	DaG	Gene::3488
Disease::DOID:11476	DaG	Gene::760
Disease::DOID:9352	DaG	Gene::4853
Disease::DOID:1909	DaG	Gene::2776
Disease::DOID:9352	DaG	Gene::2572
Disease::DOID:1324	DaG	Gene::5604
Disease::DOID:1826	DaG	Gene::5860
Disease::DOID:10608	DaG	Gene::29851
Disease::DOID:3571	DaG	Gene::4609
Disease::DOID:10763	DaG	Gene::653361
Disease::DOID:10941	DaG	Gene::7076
Disease::DOID:3310	DaG	Gene::90865
Disease::DOID:7148	DaG	Gene::916
Disease::DOID:1686	DaG	Gene::23424
Disease::DOID:635	DaG	Gene::3439
Disease::DOID:1192	DaG	Gene::4893
Disease::DOID:2355	DaG	Gene::164656
Disease::DOID:10763	DaG	Gene::3290
Disease::DOID:9744	DaG	Gene::10666
Disease::DOID:14221	DaG	Gene::723961
Disease::DOID:1826	DaG	Gene::8893
Disease::DOID:12361	DaG	Gene::2638
Disease::DOID:824	DaG	Gene::4353
Disease::DOID:10652	DaG	Gene::3952
Disease::DOID:2986	DaG	Gene::1436
Disease::DOID:263	DaG	Gene::7030
Disease::DOID:3393	DaG	Gene::23294
Disease::DOID:8986	DaG	Gene::3060
Disease::DOID:3312	DaG	Gene::6285
Disease::DOID:12849	DaG	Gene::4908
Disease::DOID:9352	DaG	Gene::4357
Disease::DOID:1115	DaG	Gene::5159
Disease::DOID:9744	DaG	Gene::26191
Disease::DOID:12236	DaG	Gene::22806
Disease::DOID:2377	DaG	Gene::6775
Disease::DOID:10763	DaG	Gene::1490
Disease::DOID:1319	DaG	Gene::6502
Disease::DOID:332	DaG	Gene::4744
Disease::DOID:11476	DaG	Gene::4772
Disease::DOID:1024	DaG	Gene::959
Disease::DOID:219	DaG	Gene::925
Disease::DOID:8577	DaG	Gene::5771
Disease::DOID:11476	DaG	Gene::5019
Disease::DOID:9352	DaG	Gene::5327
Disease::DOID:10283	DaG	Gene::11176
Disease::DOID:1094	DaG	Gene::2917
Disease::DOID:2596	DaG	Gene::10630
Disease::DOID:9352	DaG	Gene::3480
Disease::DOID:1459	DaG	Gene::7080
Disease::DOID:7148	DaG	Gene::1311
Disease::DOID:3393	DaG	Gene::9255
Disease::DOID:1781	DaG	Gene::221937
Disease::DOID:4045	DaG	Gene::7490
Disease::DOID:1909	DaG	Gene::64135
Disease::DOID:0050156	DaG	Gene::2355
Disease::DOID:1612	DaG	Gene::6194
Disease::DOID:4045	DaG	Gene::7161
Disease::DOID:9970	DaG	Gene::26291
Disease::DOID:12306	DaG	Gene::1493
Disease::DOID:263	DaG	Gene::1030
Disease::DOID:1793	DaG	Gene::1107
Disease::DOID:7148	DaG	Gene::3329
Disease::DOID:2531	DaG	Gene::928
Disease::DOID:1192	DaG	Gene::8289
Disease::DOID:2377	DaG	Gene::5788
Disease::DOID:14330	DaG	Gene::54541
Disease::DOID:2531	DaG	Gene::3308
Disease::DOID:263	DaG	Gene::1978
Disease::DOID:2394	DaG	Gene::7298
Disease::DOID:1612	DaG	Gene::2625
Disease::DOID:3393	DaG	Gene::3030
Disease::DOID:11054	DaG	Gene::472
Disease::DOID:5419	DaG	Gene::7976
Disease::DOID:1793	DaG	Gene::6714
Disease::DOID:9352	DaG	Gene::83795
Disease::DOID:10283	DaG	Gene::4292
Disease::DOID:1612	DaG	Gene::56100
Disease::DOID:1612	DaG	Gene::3945
Disease::DOID:1781	DaG	Gene::7157
Disease::DOID:418	DaG	Gene::4092
Disease::DOID:9835	DaG	Gene::6232
Disease::DOID:2986	DaG	Gene::51571
Disease::DOID:2531	DaG	Gene::545
Disease::DOID:10534	DaG	Gene::645
Disease::DOID:11476	DaG	Gene::796
Disease::DOID:7148	DaG	Gene::3570
Disease::DOID:3393	DaG	Gene::22808
Disease::DOID:10652	DaG	Gene::4803
Disease::DOID:8398	DaG	Gene::2331
Disease::DOID:9744	DaG	Gene::5078
Disease::DOID:1612	DaG	Gene::8438
Disease::DOID:1612	DaG	Gene::9801
Disease::DOID:2355	DaG	Gene::3458
Disease::DOID:9744	DaG	Gene::8797
Disease::DOID:1826	DaG	Gene::213
Disease::DOID:3310	DaG	Gene::3600
Disease::DOID:3070	DaG	Gene::1030
Disease::DOID:2986	DaG	Gene::64844
Disease::DOID:4606	DaG	Gene::3417
Disease::DOID:2841	DaG	Gene::5729
Disease::DOID:2531	DaG	Gene::4066
Disease::DOID:3312	DaG	Gene::91752
Disease::DOID:4606	DaG	Gene::6528
Disease::DOID:2394	DaG	Gene::3576
Disease::DOID:5041	DaG	Gene::23293
Disease::DOID:9352	DaG	Gene::5515
Disease::DOID:2986	DaG	Gene::51727
Disease::DOID:2531	DaG	Gene::941
Disease::DOID:2531	DaG	Gene::213
Disease::DOID:10652	DaG	Gene::26330
Disease::DOID:3393	DaG	Gene::3764
Disease::DOID:1612	DaG	Gene::57591
Disease::DOID:7148	DaG	Gene::7297
Disease::DOID:12849	DaG	Gene::775
Disease::DOID:3070	DaG	Gene::8842
Disease::DOID:3310	DaG	Gene::1232
Disease::DOID:10283	DaG	Gene::1410
Disease::DOID:1612	DaG	Gene::226
Disease::DOID:1826	DaG	Gene::2348
Disease::DOID:2998	DaG	Gene::29947
Disease::DOID:12306	DaG	Gene::925
Disease::DOID:8893	DaG	Gene::8875
Disease::DOID:10976	DaG	Gene::348
Disease::DOID:2355	DaG	Gene::51458
Disease::DOID:2174	DaG	Gene::2776
Disease::DOID:3070	DaG	Gene::4313
Disease::DOID:2986	DaG	Gene::5277
Disease::DOID:2531	DaG	Gene::939
Disease::DOID:1793	DaG	Gene::5743
Disease::DOID:1324	DaG	Gene::1143
Disease::DOID:4481	DaG	Gene::23274
Disease::DOID:2377	DaG	Gene::3178
Disease::DOID:3312	DaG	Gene::25896
Disease::DOID:14330	DaG	Gene::4803
Disease::DOID:8893	DaG	Gene::3600
Disease::DOID:10871	DaG	Gene::3426
Disease::DOID:9296	DaG	Gene::6948
Disease::DOID:6364	DaG	Gene::221692
Disease::DOID:10763	DaG	Gene::4843
Disease::DOID:1909	DaG	Gene::3958
Disease::DOID:10871	DaG	Gene::7046
Disease::DOID:9970	DaG	Gene::6319
Disease::DOID:10283	DaG	Gene::10948
Disease::DOID:824	DaG	Gene::7040
Disease::DOID:1826	DaG	Gene::6925
Disease::DOID:12849	DaG	Gene::2876
Disease::DOID:824	DaG	Gene::57158
Disease::DOID:784	DaG	Gene::6720
Disease::DOID:10871	DaG	Gene::1409
Disease::DOID:1826	DaG	Gene::471
Disease::DOID:1686	DaG	Gene::54499
Disease::DOID:824	DaG	Gene::929
Disease::DOID:263	DaG	Gene::2475
Disease::DOID:1936	DaG	Gene::7099
Disease::DOID:9074	DaG	Gene::1773
Disease::DOID:8850	DaG	Gene::81831
Disease::DOID:9970	DaG	Gene::4654
Disease::DOID:10763	DaG	Gene::2100
Disease::DOID:11054	DaG	Gene::27127
Disease::DOID:1324	DaG	Gene::57683
Disease::DOID:12930	DaG	Gene::6444
Disease::DOID:3393	DaG	Gene::2029
Disease::DOID:11054	DaG	Gene::2952
Disease::DOID:9970	DaG	Gene::3383
Disease::DOID:2531	DaG	Gene::6622
Disease::DOID:1612	DaG	Gene::22943
Disease::DOID:3277	DaG	Gene::55193
Disease::DOID:10534	DaG	Gene::10148
Disease::DOID:9206	DaG	Gene::9536
Disease::DOID:2394	DaG	Gene::10381
Disease::DOID:4606	DaG	Gene::4585
Disease::DOID:3393	DaG	Gene::2117
Disease::DOID:9352	DaG	Gene::1576
Disease::DOID:10283	DaG	Gene::472
Disease::DOID:11612	DaG	Gene::4085
Disease::DOID:3083	DaG	Gene::51074
Disease::DOID:1612	DaG	Gene::4851
Disease::DOID:2986	DaG	Gene::10473
Disease::DOID:3393	DaG	Gene::3674
Disease::DOID:8398	DaG	Gene::8854
Disease::DOID:1612	DaG	Gene::250
Disease::DOID:14330	DaG	Gene::2898
Disease::DOID:9074	DaG	Gene::1776
Disease::DOID:2355	DaG	Gene::27163
Disease::DOID:10763	DaG	Gene::1360
Disease::DOID:263	DaG	Gene::55193
Disease::DOID:1324	DaG	Gene::335
Disease::DOID:9296	DaG	Gene::2260
Disease::DOID:1909	DaG	Gene::355
Disease::DOID:9352	DaG	Gene::1029
Disease::DOID:1909	DaG	Gene::3442
Disease::DOID:4159	DaG	Gene::3569
Disease::DOID:10763	DaG	Gene::18
Disease::DOID:10283	DaG	Gene::6950
Disease::DOID:2998	DaG	Gene::11182
Disease::DOID:14227	DaG	Gene::9085
Disease::DOID:7148	DaG	Gene::29851
Disease::DOID:2986	DaG	Gene::4082
Disease::DOID:1909	DaG	Gene::213
Disease::DOID:10283	DaG	Gene::51380
Disease::DOID:9074	DaG	Gene::3606
Disease::DOID:11612	DaG	Gene::29127
Disease::DOID:5041	DaG	Gene::84962
Disease::DOID:9074	DaG	Gene::4846
Disease::DOID:9352	DaG	Gene::836
Disease::DOID:9352	DaG	Gene::5078
Disease::DOID:1793	DaG	Gene::2520
Disease::DOID:9352	DaG	Gene::6347
Disease::DOID:2174	DaG	Gene::4609
Disease::DOID:3571	DaG	Gene::7039
Disease::DOID:3565	DaG	Gene::1514
Disease::DOID:332	DaG	Gene::3482
Disease::DOID:263	DaG	Gene::5894
Disease::DOID:5419	DaG	Gene::135
Disease::DOID:1324	DaG	Gene::5021
Disease::DOID:824	DaG	Gene::3600
Disease::DOID:332	DaG	Gene::23025
Disease::DOID:9970	DaG	Gene::4808
Disease::DOID:1324	DaG	Gene::2068
Disease::DOID:5419	DaG	Gene::63826
Disease::DOID:9352	DaG	Gene::6514
Disease::DOID:1936	DaG	Gene::729230
Disease::DOID:9296	DaG	Gene::54187
Disease::DOID:1909	DaG	Gene::338398
Disease::DOID:8778	DaG	Gene::3606
Disease::DOID:10534	DaG	Gene::57497
Disease::DOID:1781	DaG	Gene::5909
Disease::DOID:2841	DaG	Gene::920
Disease::DOID:2994	DaG	Gene::9573
Disease::DOID:8986	DaG	Gene::1120
Disease::DOID:2986	DaG	Gene::7045
Disease::DOID:2986	DaG	Gene::6039
Disease::DOID:1909	DaG	Gene::4233
Disease::DOID:263	DaG	Gene::3725
Disease::DOID:10534	DaG	Gene::57610
Disease::DOID:11612	DaG	Gene::55503
Disease::DOID:12849	DaG	Gene::1806
Disease::DOID:2986	DaG	Gene::308
Disease::DOID:9970	DaG	Gene::2673
Disease::DOID:1024	DaG	Gene::3558
Disease::DOID:2531	DaG	Gene::2651
Disease::DOID:8778	DaG	Gene::1401
Disease::DOID:7148	DaG	Gene::4879
Disease::DOID:2043	DaG	Gene::3105
Disease::DOID:12365	DaG	Gene::4055
Disease::DOID:3393	DaG	Gene::488
Disease::DOID:10763	DaG	Gene::7046
Disease::DOID:3393	DaG	Gene::79924
Disease::DOID:1909	DaG	Gene::51151
Disease::DOID:10763	DaG	Gene::6517
Disease::DOID:2531	DaG	Gene::53942
Disease::DOID:8893	DaG	Gene::54535
Disease::DOID:1115	DaG	Gene::10274
Disease::DOID:10763	DaG	Gene::7412
Disease::DOID:8893	DaG	Gene::3105
Disease::DOID:2986	DaG	Gene::55165
Disease::DOID:2355	DaG	Gene::51700
Disease::DOID:10534	DaG	Gene::1956
Disease::DOID:11476	DaG	Gene::5906
Disease::DOID:1612	DaG	Gene::7291
Disease::DOID:1909	DaG	Gene::3676
Disease::DOID:7148	DaG	Gene::1656
Disease::DOID:3393	DaG	Gene::2697
Disease::DOID:10283	DaG	Gene::5224
Disease::DOID:9970	DaG	Gene::3992
Disease::DOID:10283	DaG	Gene::134218
Disease::DOID:10652	DaG	Gene::12
Disease::DOID:12930	DaG	Gene::4879
Disease::DOID:1826	DaG	Gene::1128
Disease::DOID:2841	DaG	Gene::4048
Disease::DOID:1936	DaG	Gene::3827
Disease::DOID:10283	DaG	Gene::8648
Disease::DOID:10652	DaG	Gene::3569
Disease::DOID:11054	DaG	Gene::5646
Disease::DOID:10652	DaG	Gene::5697
Disease::DOID:2531	DaG	Gene::10982
Disease::DOID:2841	DaG	Gene::7422
Disease::DOID:12361	DaG	Gene::920
Disease::DOID:14268	DaG	Gene::1080
Disease::DOID:1612	DaG	Gene::4835
Disease::DOID:9352	DaG	Gene::1956
Disease::DOID:9074	DaG	Gene::3726
Disease::DOID:2531	DaG	Gene::1633
Disease::DOID:7148	DaG	Gene::4314
Disease::DOID:9970	DaG	Gene::5629
Disease::DOID:10763	DaG	Gene::552
Disease::DOID:10283	DaG	Gene::1474
Disease::DOID:11612	DaG	Gene::268
Disease::DOID:1909	DaG	Gene::7365
Disease::DOID:3070	DaG	Gene::5294
Disease::DOID:12849	DaG	Gene::4915
Disease::DOID:10763	DaG	Gene::57492
Disease::DOID:10763	DaG	Gene::7421
Disease::DOID:2986	DaG	Gene::10461
Disease::DOID:10763	DaG	Gene::3758
Disease::DOID:363	DaG	Gene::1029
Disease::DOID:10763	DaG	Gene::1843
Disease::DOID:1612	DaG	Gene::1746
Disease::DOID:8398	DaG	Gene::653
Disease::DOID:1686	DaG	Gene::4990
Disease::DOID:1826	DaG	Gene::8566
Disease::DOID:10941	DaG	Gene::653361
Disease::DOID:1612	DaG	Gene::6336
Disease::DOID:8893	DaG	Gene::338442
Disease::DOID:1094	DaG	Gene::1813
Disease::DOID:2531	DaG	Gene::9965
Disease::DOID:2043	DaG	Gene::2805
Disease::DOID:2986	DaG	Gene::29015
Disease::DOID:1459	DaG	Gene::7173
Disease::DOID:9352	DaG	Gene::56729
Disease::DOID:1192	DaG	Gene::4922
Disease::DOID:1192	DaG	Gene::4267
Disease::DOID:11934	DaG	Gene::282617
Disease::DOID:784	DaG	Gene::5054
Disease::DOID:12930	DaG	Gene::1674
Disease::DOID:4045	DaG	Gene::285
Disease::DOID:594	DaG	Gene::3630
Disease::DOID:12930	DaG	Gene::154
Disease::DOID:3571	DaG	Gene::2678
Disease::DOID:418	DaG	Gene::3552
Disease::DOID:1793	DaG	Gene::5932
Disease::DOID:2394	DaG	Gene::1545
Disease::DOID:332	DaG	Gene::7157
Disease::DOID:3393	DaG	Gene::2244
Disease::DOID:1936	DaG	Gene::7412
Disease::DOID:1094	DaG	Gene::6531
Disease::DOID:7148	DaG	Gene::4323
Disease::DOID:12995	DaG	Gene::6532
Disease::DOID:8850	DaG	Gene::10933
Disease::DOID:1094	DaG	Gene::57412
Disease::DOID:9970	DaG	Gene::5367
Disease::DOID:1612	DaG	Gene::1017
Disease::DOID:10652	DaG	Gene::274
Disease::DOID:2531	DaG	Gene::6886
Disease::DOID:2986	DaG	Gene::1111
Disease::DOID:5419	DaG	Gene::1808
Disease::DOID:13241	DaG	Gene::8302
Disease::DOID:5419	DaG	Gene::399979
Disease::DOID:2986	DaG	Gene::10492
Disease::DOID:1612	DaG	Gene::57561
Disease::DOID:7148	DaG	Gene::51061
Disease::DOID:1686	DaG	Gene::759
Disease::DOID:2043	DaG	Gene::3115
Disease::DOID:3393	DaG	Gene::6348
Disease::DOID:10283	DaG	Gene::4437
Disease::DOID:1826	DaG	Gene::839
Disease::DOID:3393	DaG	Gene::27101
Disease::DOID:8850	DaG	Gene::3866
Disease::DOID:263	DaG	Gene::6790
Disease::DOID:4989	DaG	Gene::3326
Disease::DOID:2531	DaG	Gene::10735
Disease::DOID:9074	DaG	Gene::22806
Disease::DOID:3393	DaG	Gene::5468
Disease::DOID:1612	DaG	Gene::4524
Disease::DOID:1612	DaG	Gene::4363
Disease::DOID:824	DaG	Gene::3557
Disease::DOID:14330	DaG	Gene::2915
Disease::DOID:8850	DaG	Gene::58508
Disease::DOID:2531	DaG	Gene::3005
Disease::DOID:3393	DaG	Gene::3659
Disease::DOID:2355	DaG	Gene::249
Disease::DOID:263	DaG	Gene::332
Disease::DOID:1826	DaG	Gene::2746
Disease::DOID:7148	DaG	Gene::3002
Disease::DOID:1909	DaG	Gene::7536
Disease::DOID:2986	DaG	Gene::55754
Disease::DOID:14227	DaG	Gene::266
Disease::DOID:784	DaG	Gene::973
Disease::DOID:12849	DaG	Gene::7436
Disease::DOID:10871	DaG	Gene::1300
Disease::DOID:4045	DaG	Gene::7422
Disease::DOID:5041	DaG	Gene::339967
Disease::DOID:10283	DaG	Gene::6376
Disease::DOID:9970	DaG	Gene::5592
Disease::DOID:3393	DaG	Gene::7124
Disease::DOID:7147	DaG	Gene::118429
Disease::DOID:10283	DaG	Gene::1191
Disease::DOID:4989	DaG	Gene::5530
Disease::DOID:12849	DaG	Gene::51725
Disease::DOID:10652	DaG	Gene::5536
Disease::DOID:12361	DaG	Gene::3106
Disease::DOID:1324	DaG	Gene::10397
Disease::DOID:9970	DaG	Gene::7124
Disease::DOID:3393	DaG	Gene::1075
Disease::DOID:12930	DaG	Gene::1756
Disease::DOID:8577	DaG	Gene::64170
Disease::DOID:8893	DaG	Gene::8651
Disease::DOID:10652	DaG	Gene::9436
Disease::DOID:3083	DaG	Gene::10411
Disease::DOID:2531	DaG	Gene::2672
Disease::DOID:1595	DaG	Gene::23345
Disease::DOID:8778	DaG	Gene::8174
Disease::DOID:2531	DaG	Gene::3117
Disease::DOID:1909	DaG	Gene::5468
Disease::DOID:1793	DaG	Gene::4854
Disease::DOID:10283	DaG	Gene::9985
Disease::DOID:1612	DaG	Gene::9185
Disease::DOID:1909	DaG	Gene::84969
Disease::DOID:4362	DaG	Gene::3053
Disease::DOID:2394	DaG	Gene::6528
Disease::DOID:8893	DaG	Gene::3133
Disease::DOID:1595	DaG	Gene::3356
Disease::DOID:10763	DaG	Gene::361
Disease::DOID:5419	DaG	Gene::55568
Disease::DOID:1909	DaG	Gene::3576
Disease::DOID:1909	DaG	Gene::25797
Disease::DOID:2531	DaG	Gene::145270
Disease::DOID:263	DaG	Gene::2034
Disease::DOID:1612	DaG	Gene::7424
Disease::DOID:10763	DaG	Gene::4853
Disease::DOID:2531	DaG	Gene::8202
Disease::DOID:3070	DaG	Gene::675
Disease::DOID:12849	DaG	Gene::627
Disease::DOID:1793	DaG	Gene::2834
Disease::DOID:12849	DaG	Gene::221037
Disease::DOID:9352	DaG	Gene::2695
Disease::DOID:1612	DaG	Gene::10468
Disease::DOID:3565	DaG	Gene::27346
Disease::DOID:2377	DaG	Gene::921
Disease::DOID:13189	DaG	Gene::834
Disease::DOID:11054	DaG	Gene::8626
Disease::DOID:9074	DaG	Gene::3565
Disease::DOID:2531	DaG	Gene::3110
Disease::DOID:1909	DaG	Gene::25913
Disease::DOID:10871	DaG	Gene::348
Disease::DOID:784	DaG	Gene::5076
Disease::DOID:4989	DaG	Gene::1401
Disease::DOID:1826	DaG	Gene::27429
Disease::DOID:8398	DaG	Gene::4088
Disease::DOID:7148	DaG	Gene::160364
Disease::DOID:10652	DaG	Gene::2898
Disease::DOID:10763	DaG	Gene::2260
Disease::DOID:2531	DaG	Gene::5156
Disease::DOID:2986	DaG	Gene::8450
Disease::DOID:10763	DaG	Gene::9370
Disease::DOID:5419	DaG	Gene::10814
Disease::DOID:3312	DaG	Gene::80323
Disease::DOID:1319	DaG	Gene::8842
Disease::DOID:2986	DaG	Gene::56938
Disease::DOID:2531	DaG	Gene::6840
Disease::DOID:10652	DaG	Gene::1139
Disease::DOID:9744	DaG	Gene::3554
Disease::DOID:11612	DaG	Gene::126306
Disease::DOID:2986	DaG	Gene::9928
Disease::DOID:7148	DaG	Gene::5341
Disease::DOID:9835	DaG	Gene::8266
Disease::DOID:3393	DaG	Gene::6926
Disease::DOID:1936	DaG	Gene::5054
Disease::DOID:1324	DaG	Gene::6385
Disease::DOID:12306	DaG	Gene::2944
Disease::DOID:2986	DaG	Gene::51167
Disease::DOID:9970	DaG	Gene::367
Disease::DOID:2394	DaG	Gene::467
Disease::DOID:9835	DaG	Gene::64388
Disease::DOID:2377	DaG	Gene::7421
Disease::DOID:3310	DaG	Gene::84433
Disease::DOID:2394	DaG	Gene::2194
Disease::DOID:2841	DaG	Gene::177
Disease::DOID:10871	DaG	Gene::59338
Disease::DOID:2531	DaG	Gene::5290
Disease::DOID:9352	DaG	Gene::51738
Disease::DOID:418	DaG	Gene::26191
Disease::DOID:1612	DaG	Gene::56945
Disease::DOID:3312	DaG	Gene::2625
Disease::DOID:9008	DaG	Gene::4843
Disease::DOID:8986	DaG	Gene::8835
Disease::DOID:1936	DaG	Gene::7040
Disease::DOID:12995	DaG	Gene::115004
Disease::DOID:1319	DaG	Gene::4352
Disease::DOID:9352	DaG	Gene::3651
Disease::DOID:8850	DaG	Gene::51514
Disease::DOID:10283	DaG	Gene::51084
Disease::DOID:10283	DaG	Gene::6757
Disease::DOID:3312	DaG	Gene::2932
Disease::DOID:784	DaG	Gene::1394
Disease::DOID:5041	DaG	Gene::3791
Disease::DOID:784	DaG	Gene::38
Disease::DOID:5419	DaG	Gene::54820
Disease::DOID:10652	DaG	Gene::9445
Disease::DOID:9008	DaG	Gene::3605
Disease::DOID:824	DaG	Gene::7097
Disease::DOID:3070	DaG	Gene::5742
