drugbank_id	name	cas_num	type	disease	MeSHID
DB00563	Methotrexate	59-05-2	small molecule	gestational choriocarcinoma	BERN:255549901
DB00563	Methotrexate	59-05-2	small molecule	chorioadenoma destruens	"MESH:D002820	BERN:107367801"
DB00563	Methotrexate	59-05-2	small molecule	hydatiform mole	"MESH:D009506	BERN:254259401"
DB00563	Methotrexate	59-05-2	small molecule	breast cancer	"OMIM:114480	MESH:D001943	BERN:107480901"
DB00563	Methotrexate	59-05-2	small molecule	epidermoid cancer of the head and neck	"MESH:D006258	BERN:107539901"
DB00563	Methotrexate	59-05-2	small molecule	advanced mycosis fungoides	"MESH:D009182	BERN:106909301"
DB00563	Methotrexate	59-05-2	small molecule	lung cancer	"OMIM:211980	MESH:D008175	BERN:107481401"
DB00563	Methotrexate	59-05-2	small molecule	advanced non-hodgkin	"MESH:D008228	OMIM:605027	BERN:107530201"
DB00563	Methotrexate	59-05-2	small molecule	's lymphoma	BERN:256857401
DB00563	Methotrexate	59-05-2	small molecule	acute lymphocytic leukemia	"OMIM:613065	MESH:D054198	BERN:107405101"
DB00563	Methotrexate	59-05-2	small molecule	tumour	BERN:256225101
DB00563	Methotrexate	59-05-2	small molecule	non-metastatic osteosarcoma	BERN:259581601
DB00564	Carbamazepine	298-46-4	small molecule	epilepsy	"MESH:D004827	BERN:259766001"
DB00564	Carbamazepine	298-46-4	small molecule	pain	"MESH:D010146	BERN:262326101"
DB00564	Carbamazepine	298-46-4	small molecule	trigeminal neuralgia	"MESH:D014277	BERN:106924501"
DB00564	Carbamazepine	298-46-4	small molecule	tonic-clonic seizures	"MESH:D012640	BERN:256838701"
DB00564	Carbamazepine	298-46-4	small molecule	manic episodes	"MESH:D001714	BERN:260172101"
DB00564	Carbamazepine	298-46-4	small molecule	manic-depressive episodes	"MESH:D001714	BERN:2393101"
DB00564	Carbamazepine	298-46-4	small molecule	bipolar i disorder	BERN:258807901
DB00564	Carbamazepine	298-46-4	small molecule	alcohol withdrawal syndrome	BERN:260822701
DB00564	Carbamazepine	298-46-4	small molecule	restless leg syndrome	"MESH:D012148	OMIM:102300	BERN:2259901"
DB00566	Succimer	304-55-2	small molecule	lead poisoning	"MESH:D007855	BERN:267023101"
DB00566	Succimer	304-55-2	small molecule	mercury or arsenic poisoning	"MESH:D008630	MESH:D020261	BERN:265119301	BERN:259054301"
DB00567	Cephalexin	15686-71-2	small molecule	respiratory tract infections	"MESH:D012141	BERN:255979601"
DB00567	Cephalexin	15686-71-2	small molecule	otitis media	BERN:256018601
DB00567	Cephalexin	15686-71-2	small molecule	skin and skin structure infections	"MESH:D013207	BERN:107507801"
DB00567	Cephalexin	15686-71-2	small molecule	bone infections	"MESH:D010019	BERN:106984101"
DB00567	Cephalexin	15686-71-2	small molecule	genitourinary tract infections	BERN:255713701
DB00568	Cinnarizine	298-57-7	small molecule	vertigo	"MESH:D014717	BERN:257317801"
DB00568	Cinnarizine	298-57-7	small molecule	meniere's disease	"MESH:D008575	BERN:107482201"
DB00568	Cinnarizine	298-57-7	small molecule	nausea and vomiting	"MESH:D009325	MESH:D014839	BERN:263161801	BERN:260970901"
DB00568	Cinnarizine	298-57-7	small molecule	motion sickness	BERN:257225201
DB00568	Cinnarizine	298-57-7	small molecule	vestibular symptoms	"MESH:D015837	BERN:107544001"
DB00569	Fondaparinux	104993-28-4	small molecule	orthopedic surgery of the lower limbs	BERN:261375501
DB00569	Fondaparinux	104993-28-4	small molecule	hip fracture	"MESH:D006620	BERN:261541701"
DB00569	Fondaparinux	104993-28-4	small molecule	hip replacement and knee surgery	BERN:260291001
DB00569	Fondaparinux	104993-28-4	small molecule	vte	"MESH:D054556	BERN:106986601"
DB00569	Fondaparinux	104993-28-4	small molecule	abdominal surgery	BERN:259940401
DB00569	Fondaparinux	104993-28-4	small molecule	thromboembolic complications	BERN:255492601
DB00569	Fondaparinux	104993-28-4	small molecule	abdominal cancer	BERN:259742101
DB00569	Fondaparinux	104993-28-4	small molecule	dvt	BERN:254433601
DB00569	Fondaparinux	104993-28-4	small molecule	pe	"MESH:D011655	BERN:106987401"
DB00569	Fondaparinux	104993-28-4	small molecule	ua	CUI-less
DB00569	Fondaparinux	104993-28-4	small molecule	nstemi	BERN:255657601
DB00569	Fondaparinux	104993-28-4	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00569	Fondaparinux	104993-28-4	small molecule	mi	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00569	Fondaparinux	104993-28-4	small molecule	stemi	CUI-less
DB00569	Fondaparinux	104993-28-4	small molecule	myocardial reinfarction	BERN:257757401
DB00569	Fondaparinux	104993-28-4	small molecule	pci	CUI-less
DB00569	Fondaparinux	104993-28-4	small molecule	catheter thrombosis	"MESH:D056824	BERN:107545501"
DB00570	Vinblastine	865-21-4	small molecule	breast cancer	"OMIM:114480	MESH:D001943	BERN:107480901"
DB00570	Vinblastine	865-21-4	small molecule	testicular cancer	"MESH:D013736	BERN:107450501"
DB00570	Vinblastine	865-21-4	small molecule	lymphomas	"MESH:D008223	BERN:106966001"
DB00570	Vinblastine	865-21-4	small molecule	neuroblastoma	"OMIM:256700	MESH:D009447	BERN:106986801"
DB00570	Vinblastine	865-21-4	small molecule	hodgkin's and non-hodgkin's lymphomas	"MESH:D006689	OMIM:236000	BERN:106936701"
DB00570	Vinblastine	865-21-4	small molecule	mycosis fungoides	"MESH:D009182	BERN:106909301"
DB00570	Vinblastine	865-21-4	small molecule	histiocytosis	"MESH:D015614	BERN:106996801"
DB00570	Vinblastine	865-21-4	small molecule	kaposi's sarcoma	"MESH:D012514	OMIM:148000	BERN:107350201"
DB00571	Propranolol	525-66-6	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00571	Propranolol	525-66-6	small molecule	angina pectoris	BERN:260953701
DB00571	Propranolol	525-66-6	small molecule	coronary atherosclerosis	"MESH:D003324	BERN:106970901"
DB00571	Propranolol	525-66-6	small molecule	atrial fibrillation	"MESH:D001281	BERN:258765001"
DB00571	Propranolol	525-66-6	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB00571	Propranolol	525-66-6	small molecule	migraine	"MESH:D008881	OMIM:157300	BERN:107376501"
DB00571	Propranolol	525-66-6	small molecule	essential tremor	"MESH:D020329	BERN:106924401"
DB00571	Propranolol	525-66-6	small molecule	hypertrophic subaortic stenosis	"MESH:D002312	BERN:258044401"
DB00571	Propranolol	525-66-6	small molecule	pheochromocytoma	"MESH:D010673	OMIM:171300	BERN:120715001"
DB00571	Propranolol	525-66-6	small molecule	proliferating infantile hemangioma	"MESH:D006392	BERN:107361401"
DB00573	Fenoprofen	29679-58-1	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB00573	Fenoprofen	29679-58-1	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00574	Fenfluramine	458-24-2	small molecule	dravet syndrome	"MESH:D004831	OMIM:607208	BERN:107438201"
DB00575	Clonidine	4205-90-7	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00575	Clonidine	4205-90-7	small molecule	cancer pain	"MESH:D010146	BERN:262326101"
DB00575	Clonidine	4205-90-7	small molecule	adhd	"MESH:D001289	OMIM:143465	BERN:121379901"
DB00575	Clonidine	4205-90-7	small molecule	pheochromocytoma	"MESH:D010673	OMIM:171300	BERN:120715001"
DB00576	Sulfamethizole	144-82-1	small molecule	urinary tract infection	"MESH:D014552	BERN:106986701"
DB00577	Valaciclovir	124832-26-4	small molecule	genital herpes	"MESH:D006558	BERN:107396101"
DB00577	Valaciclovir	124832-26-4	small molecule	genital herpes lesions	BERN:256515301
DB00577	Valaciclovir	124832-26-4	small molecule	genital herpes lesions	BERN:256515301
DB00577	Valaciclovir	124832-26-4	small molecule	hi	
DB00577	Valaciclovir	124832-26-4	small molecule	herpes zoster	"MESH:D006562	BERN:106914001"
DB00577	Valaciclovir	124832-26-4	small molecule	chickenpox	"MESH:D002644	BERN:107492801"
DB00577	Valaciclovir	124832-26-4	small molecule	immunocompromised	CUI-less
DB00577	Valaciclovir	124832-26-4	small molecule	genital herpes	"MESH:D006558	BERN:107396101"
DB00577	Valaciclovir	124832-26-4	small molecule	hiv-infected	BERN:254051401
DB00578	Carbenicillin	4697-36-3	small molecule	acute and chronic infections of the upper and lower urinary tract	BERN:259372801
DB00578	Carbenicillin	4697-36-3	small molecule	bacteriuria	"MESH:D001437	BERN:106934401"
DB00579	Mazindol	22232-71-9	small molecule	obesity	"OMIM:601665	MESH:D009765	BERN:261400701"
DB00579	Mazindol	22232-71-9	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00579	Mazindol	22232-71-9	small molecule	diabetes	BERN:258006601
DB00579	Mazindol	22232-71-9	small molecule	hyperlipidemia	"MESH:D006949	BERN:255174701"
DB00580	Valdecoxib	181695-72-7	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00580	Valdecoxib	181695-72-7	small molecule	dysmenorrhoea	"MESH:D004412	BERN:254819401"
DB00581	Lactulose	4618-18-2	small molecule	chronic constipation	BERN:259776401
DB00581	Lactulose	4618-18-2	small molecule	portal-systemic encephalopathy	"MESH:D006501	BERN:107000101"
DB00581	Lactulose	4618-18-2	small molecule	pse	CUI-less
DB00581	Lactulose	4618-18-2	small molecule	pse	CUI-less
DB00581	Lactulose	4618-18-2	small molecule	portacaval shunts	"MESH:D006501	BERN:107000101"
DB00581	Lactulose	4618-18-2	small molecule	chronic hepatic diseases	"MESH:D006521	BERN:107519601"
DB00581	Lactulose	4618-18-2	small molecule	cirrhosis	BERN:254909501
DB00581	Lactulose	4618-18-2	small molecule	gallstones	"MESH:D002769	BERN:257721001"
DB00581	Lactulose	4618-18-2	small molecule	tumor	BERN:256225101
DB00582	Voriconazole	137234-62-9	small molecule	esophageal candidiasis	BERN:260699801
DB00582	Voriconazole	137234-62-9	small molecule	invasive pulmonary aspergillosis	"MESH:D055744	BERN:106937901"
DB00582	Voriconazole	137234-62-9	small molecule	fungal infections	"MESH:D009181	BERN:260251801"
DB00583	Levocarnitine	541-15-1	small molecule	systemic carnitine deficiency	"OMIM:212140	MESH:C536778	BERN:256261701"
DB00583	Levocarnitine	541-15-1	small molecule	carnitine deficiency	BERN:260962301
DB00583	Levocarnitine	541-15-1	small molecule	inborn error of metabolism	"MESH:D008661	BERN:107279001"
DB00583	Levocarnitine	541-15-1	small molecule	glutaric aciduria ii	"MESH:D054069	OMIM:231680	BERN:424501"
DB00583	Levocarnitine	541-15-1	small molecule	methyl malonic aciduria	"MESH:C537358	BERN:258828901"
DB00583	Levocarnitine	541-15-1	small molecule	propionic acidemia	"OMIM:606054	MESH:D056693	BERN:107456001"
DB00583	Levocarnitine	541-15-1	small molecule	medium chain fatty acylcoa dehydrogenase deficiency	"OMIM:201450	MESH:C536038	BERN:255803101"
DB00583	Levocarnitine	541-15-1	small molecule	hyperlipoproteinemias	"MESH:D006951	BERN:258856501"
DB00583	Levocarnitine	541-15-1	small molecule	carnitine deficiency	BERN:260962301
DB00583	Levocarnitine	541-15-1	small molecule	end-stage renal disease	"MESH:D007676	BERN:107368101"
DB00584	Enalapril	75847-73-3	small molecule	essential or renovascular hypertension	"MESH:D006978	BERN:256651301	BERN:107392301"
DB00584	Enalapril	75847-73-3	small molecule	congestive heart failure	"MESH:D006333	BERN:106966101"
DB00584	Enalapril	75847-73-3	small molecule	left ventricular dysfunction	"MESH:D018487	BERN:107392501"
DB00584	Enalapril	75847-73-3	small molecule	heart failure	BERN:259728501
DB00584	Enalapril	75847-73-3	small molecule	heart failure	BERN:259728501
DB00585	Nizatidine	76963-41-2	small molecule	acid-reflux disorders	"OMIM:109350	MESH:D005764	BERN:106990201"
DB00585	Nizatidine	76963-41-2	small molecule	gerd	"OMIM:109350	MESH:D005764	BERN:106990201"
DB00585	Nizatidine	76963-41-2	small molecule	peptic ulcer disease	"MESH:D010437	BERN:107001401"
DB00585	Nizatidine	76963-41-2	small molecule	benign gastric ulcer	"MESH:D013276	BERN:107547901"
DB00585	Nizatidine	76963-41-2	small molecule	duodenal ulcer	"MESH:D004381	BERN:106924901"
DB00586	Diclofenac	15307-86-5	small molecule	pain	"MESH:D010146	BERN:262326101"
DB00586	Diclofenac	15307-86-5	small molecule	inflammation	"MESH:D007249	BERN:257154601"
DB00586	Diclofenac	15307-86-5	small molecule	inflammatory conditions	"MESH:D007249	BERN:257154601"
DB00586	Diclofenac	15307-86-5	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00586	Diclofenac	15307-86-5	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB00586	Diclofenac	15307-86-5	small molecule	akylosing spondylitis	"MESH:D013166	BERN:106983101"
DB00586	Diclofenac	15307-86-5	small molecule	injury-related inflammation	"MESH:D007249	BERN:257154601"
DB00586	Diclofenac	15307-86-5	small molecule	nsaid-induced ulcers	"MESH:D014456	BERN:255105301"
DB00587	Cinalukast	128312-51-6	small molecule	bronchoconstriction	CUI-less
DB00587	Cinalukast	128312-51-6	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB00588	Fluticasone propionate	80474-14-2	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB00588	Fluticasone propionate	80474-14-2	small molecule	inflammatory and pruritic dermatoses	"MESH:D012871	BERN:254048701"
DB00588	Fluticasone propionate	80474-14-2	small molecule	allergic and nonallergic rhinitis	BERN:107544101
DB00589	Lisuride	18016-80-3	small molecule	parkinson's disease	"MESH:D010300	BERN:106971001"
DB00590	Doxazosin	74191-85-8	small molecule	benign prostatic hypertrophy	"MESH:D011470	BERN:106981701"
DB00590	Doxazosin	74191-85-8	small molecule	nocturia	"MESH:D053158	BERN:254760401"
DB00590	Doxazosin	74191-85-8	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00590	Doxazosin	74191-85-8	small molecule	pediatric hypertension	BERN:255792701
DB00590	Doxazosin	74191-85-8	small molecule	ureteric calculi	"MESH:D014514	BERN:107548801"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	dermatology	"MESH:D012871	BERN:254048701"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	inflammatory dermatosis	BERN:259459301
DB00591	Fluocinolone acetonide	67-73-2	small molecule	dermatitis	"MESH:D003872	BERN:106986101"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	psoriasis	"OMIM:177900	MESH:D011565	BERN:106987001"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	atopic dermatitis	"MESH:D003876	BERN:107504001"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	seborrheic dermatitis of the scalp	"MESH:D012628	BERN:107362901"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	eczematous external otitis	"MESH:D010032	BERN:107483201"
DB00591	Fluocinolone acetonide	67-73-2	small molecule	diabetic macular edema	BERN:260874301
DB00591	Fluocinolone acetonide	67-73-2	small molecule	chronic non-infectious uveitis	BERN:255097201
DB00591	Fluocinolone acetonide	67-73-2	small molecule	hemorrhoids	"MESH:D006484	BERN:260937901"
DB00592	Piperazine	110-85-0	small molecule	ascariasis	"MESH:D001196	BERN:254216101"
DB00592	Piperazine	110-85-0	small molecule	enterobiasis	"MESH:D017229	BERN:254434901"
DB00592	Piperazine	110-85-0	small molecule	oxyuriasis	"MESH:D010123	BERN:259281601"
DB00592	Piperazine	110-85-0	small molecule	enterobius vermiculari	
DB00592	Piperazine	110-85-0	small molecule	intestinal obstruction	"MESH:D007415	BERN:106997101"
DB00592	Piperazine	110-85-0	small molecule	roundworm	"MESH:D001196	BERN:254216101"
DB00593	Ethosuximide	77-67-8	small molecule	petit mal epilepsy	"OMIM:600131	MESH:D004832	BERN:107380401"
DB00594	Amiloride	2609-46-3	small molecule	congestive heart failure	"MESH:D006333	BERN:106966101"
DB00594	Amiloride	2609-46-3	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00595	Oxytetracycline	79-57-2	small molecule	mycoplasma pneumonia	
DB00595	Oxytetracycline	79-57-2	small molecule	haemophilus influenza	
DB00595	Oxytetracycline	79-57-2	small molecule	respiratory infections	"MESH:D012141	BERN:255979601"
DB00595	Oxytetracycline	79-57-2	small molecule	diplococcus pneumonia	
DB00596	Ulobetasol	98651-66-2	small molecule	inflammatory and pruritic manifestations	BERN:267350101
DB00596	Ulobetasol	98651-66-2	small molecule	corticosteroid-responsive dermatoses	"MESH:D012871	BERN:254048701"
DB00598	Labetalol	36894-69-6	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00598	Labetalol	36894-69-6	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00599	Thiopental	76-75-5	small molecule	hypnosis	CUI-less
DB00599	Thiopental	76-75-5	small molecule	psychiatric disorders	"MESH:D001523	BERN:254324401"
DB00600	Monobenzone	103-16-2	small molecule	loss of skin color	"MESH:D013591	BERN:107287201"
DB00600	Monobenzone	103-16-2	small molecule	vitiligo	"OMIM:606579	BERN:106909201"
DB00601	Linezolid	165800-03-3	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB00602	Ivermectin	70288-86-7	small molecule	strongyloidiasis	BERN:254342901
DB00602	Ivermectin	70288-86-7	small molecule	onchocerciasis	"MESH:D009855	BERN:256454701"
DB00602	Ivermectin	70288-86-7	small molecule	river blindness	"MESH:D015827	BERN:258449401"
DB00602	Ivermectin	70288-86-7	small molecule	scabies	BERN:256917801
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	amenorrhea	"MESH:D000568	BERN:255820001"
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	endometrial hyperplasia	"MESH:D004714	BERN:106923001"
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	abnormal uterine bleeding	"MESH:D014592	BERN:259645501"
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	postmenopausal osteoporosis	"MESH:D015663	BERN:107377001"
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	menopausal	BERN:260105901
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	vasomotor symptoms	"MESH:D003027	BERN:106936001"
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	vulvar atrophy	BERN:259942701
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	vaginal atrophy	BERN:258668901
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	endometriosis	"OMIM:131200	MESH:D004715	BERN:106991301"
DB00603	Medroxyprogesterone acetate	71-58-9	small molecule	endometrial or renal carcinoma	"MESH:D018269	BERN:107379001"
DB00604	Cisapride	81098-60-4	small molecule	nocturnal heartburn	"MESH:D006356	BERN:266229101"
DB00604	Cisapride	81098-60-4	small molecule	gastroesophageal reflux disease	"OMIM:109350	MESH:D005764	BERN:106990201"
DB00605	Sulindac	38194-50-2	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00605	Sulindac	38194-50-2	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB00605	Sulindac	38194-50-2	small molecule	ankylosing spondylitis	"OMIM:106300	MESH:D013167	BERN:107423401"
DB00605	Sulindac	38194-50-2	small molecule	painful shoulder	"MESH:D020069	BERN:264125801"
DB00605	Sulindac	38194-50-2	small molecule	acute subacromial bursitis	BERN:258022601
DB00605	Sulindac	38194-50-2	small molecule	supraspinatus tendinitis	BERN:257424601
DB00605	Sulindac	38194-50-2	small molecule	acute gouty arthritis	BERN:254605701
DB00606	Cyclothiazide	2259-96-3	small molecule	edema	"MESH:D004487	BERN:257143701"
DB00606	Cyclothiazide	2259-96-3	small molecule	congestive heart failure	"MESH:D006333	BERN:106966101"
DB00606	Cyclothiazide	2259-96-3	small molecule	hepatic cirrhosis	"MESH:D005355	BERN:106987501"
DB00606	Cyclothiazide	2259-96-3	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00606	Cyclothiazide	2259-96-3	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00608	Chloroquine	54-05-7	small molecule	p	BERN:254439801
DB00608	Chloroquine	54-05-7	small molecule	extraintestinal amebiasis	"MESH:D004749	BERN:107415501"
DB00608	Chloroquine	54-05-7	small molecule	rheumatic diseases	BERN:267352601
DB00608	Chloroquine	54-05-7	small molecule	zika viru	
DB00609	Ethionamide	536-33-4	small molecule	pulmonary and extrapulmonary tuberculosis	"MESH:D014397	BERN:107508201	BERN:259787701"
DB00610	Metaraminol	54-49-9	small molecule	hypotension	"MESH:D007022	BERN:106985901"
DB00610	Metaraminol	54-49-9	small molecule	hemorrhage	BERN:254381201
DB00610	Metaraminol	54-49-9	small molecule	spinal anesthesia	BERN:261078501
DB00611	Butorphanol	42408-82-2	small molecule	pain	"MESH:D010146	BERN:262326101"
DB00612	Bisoprolol	66722-44-9	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB00612	Bisoprolol	66722-44-9	small molecule	heart failure	BERN:259728501
DB00612	Bisoprolol	66722-44-9	small molecule	atrial fibrillation	"MESH:D001281	BERN:258765001"
DB00612	Bisoprolol	66722-44-9	small molecule	angina pectoris	BERN:260953701
DB00613	Amodiaquine	86-42-0	small molecule	acute	"MESH:D000208	BERN:259462001"
DB00613	Amodiaquine	86-42-0	small molecule	malarial attacks	"MESH:D016584	OMIM:167870	BERN:260650201"
DB00614	Furazolidone	67-45-8	small molecule	bacterial or protozoal diarrhea	BERN:258311601
DB00614	Furazolidone	67-45-8	small molecule	enteritis	"MESH:D003424	BERN:106986001"
DB00615	Rifabutin	72559-06-9	small molecule	mycobacterium aviu	
DB00615	Rifabutin	72559-06-9	small molecule	advanced hiv infection	"OMIM:609423	MESH:D015658	BERN:106985801"
DB00617	Paramethadione	115-67-3	small molecule	absence (petit mal) seizures	"OMIM:600131	MESH:D004832	BERN:107380401"
DB00618	Demeclocycline	127-33-3	small molecule	lyme disease	"MESH:D008193	BERN:106902401"
DB00618	Demeclocycline	127-33-3	small molecule	acne	"MESH:D000152	BERN:106916101"
DB00618	Demeclocycline	127-33-3	small molecule	bronchitis	"MESH:D001991	BERN:254440001"
DB00618	Demeclocycline	127-33-3	small molecule	urinary tract infections	"MESH:D014552	BERN:106986701"
DB00618	Demeclocycline	127-33-3	small molecule	gum disease	"MESH:D005882	BERN:107538501"
DB00618	Demeclocycline	127-33-3	small molecule	malaria	BERN:254771901
DB00618	Demeclocycline	127-33-3	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB00618	Demeclocycline	127-33-3	small molecule	gonorrhea	"MESH:D006069	BERN:106933001"
DB00618	Demeclocycline	127-33-3	small molecule	chlamydia	BERN:261031801
DB00618	Demeclocycline	127-33-3	small molecule	hyponatremia	"MESH:D007010	BERN:263888601"
DB00619	Imatinib	152459-95-5	small molecule	philadelphia chromosome positive chronic myeloid leukemia	BERN:259181701
DB00619	Imatinib	152459-95-5	small molecule	cml	"OMIM:608232	MESH:D015464	BERN:107422801"
DB00619	Imatinib	152459-95-5	small molecule	acute lymphoblastic leukaemia	"OMIM:613065	MESH:D054198	BERN:107405101"
DB00619	Imatinib	152459-95-5	small molecule	myelodysplastic/myeloproliferative diseases	BERN:260514701
DB00619	Imatinib	152459-95-5	small molecule	systemic mastocytosis	"MESH:D034721	BERN:107351701"
DB00619	Imatinib	152459-95-5	small molecule	hypereosinophilic syndrome	"MESH:D017681	OMIM:607685	BERN:106947601"
DB00619	Imatinib	152459-95-5	small molecule	chronic eosinophilic leukemia	"MESH:D017681	OMIM:607685	BERN:106947601"
DB00619	Imatinib	152459-95-5	small molecule	cel	CUI-less
DB00619	Imatinib	152459-95-5	small molecule	dermatofibrosarcoma protuberans	"MESH:C537667	BERN:106931401"
DB00619	Imatinib	152459-95-5	small molecule	malignant gastrointestinal stromal tumors	"OMIM:606764	MESH:D046152	BERN:106981501"
DB00619	Imatinib	152459-95-5	small molecule	gist	"OMIM:606764	MESH:D046152	BERN:106981501"
DB00620	Triamcinolone	124-94-7	small molecule	alopecia areata	"MESH:D000506	BERN:106916701"
DB00620	Triamcinolone	124-94-7	small molecule	discoid lupus erythematosus	"MESH:D008179	BERN:107449001"
DB00620	Triamcinolone	124-94-7	small molecule	keloids	"MESH:D007627	BERN:266324201"
DB00620	Triamcinolone	124-94-7	small molecule	necrobiosis lipoidica diabeticorum	"MESH:D009335	BERN:107527001"
DB00620	Triamcinolone	124-94-7	small molecule	hypertrophic infiltrated inflammatory lesions	BERN:267315801
DB00620	Triamcinolone	124-94-7	small molecule	granuloma annulare	BERN:254876601
DB00620	Triamcinolone	124-94-7	small molecule	lichen planus	"MESH:D008010	BERN:106914401"
DB00620	Triamcinolone	124-94-7	small molecule	lichen simplex chronicus	"MESH:D009450	BERN:107376301"
DB00620	Triamcinolone	124-94-7	small molecule	psoriatic plaques	BERN:259400201
DB00620	Triamcinolone	124-94-7	small molecule	inflammatory and pruritic manifestations	BERN:267350101
DB00620	Triamcinolone	124-94-7	small molecule	corticosteroid responsive dermatoses	"MESH:D012871	BERN:254048701"
DB00620	Triamcinolone	124-94-7	small molecule	gouty arthritis	"MESH:D015210	BERN:107359401"
DB00620	Triamcinolone	124-94-7	small molecule	acute and subacute bursitis	BERN:254362001
DB00620	Triamcinolone	124-94-7	small molecule	acute nonspecific tenosynovitis	BERN:259706301
DB00620	Triamcinolone	124-94-7	small molecule	epicondylitis	"MESH:D013716	BERN:254091301"
DB00620	Triamcinolone	124-94-7	small molecule	rheumatoid arthritis	"MESH:D001172	OMIM:180300	BERN:107539501"
DB00620	Triamcinolone	124-94-7	small molecule	synovitis	"MESH:D013585	BERN:106992401"
DB00620	Triamcinolone	124-94-7	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB00620	Triamcinolone	124-94-7	small molecule	alopecia areata	"MESH:D000506	BERN:106916701"
DB00620	Triamcinolone	124-94-7	small molecule	discoid lupus erythematosus	"MESH:D008179	BERN:107449001"
DB00620	Triamcinolone	124-94-7	small molecule	keloids	"MESH:D007627	BERN:266324201"
DB00620	Triamcinolone	124-94-7	small molecule	necrobiosis lipoidica diabeticorum	"MESH:D009335	BERN:107527001"
DB00620	Triamcinolone	124-94-7	small molecule	tumors of an aponeurosis or tendon	BERN:257222701
DB00620	Triamcinolone	124-94-7	small molecule	localized hypertrophic	BERN:255978101
DB00620	Triamcinolone	124-94-7	small molecule	infiltrated inflammatory lesions	BERN:267315801
DB00620	Triamcinolone	124-94-7	small molecule	granuloma annulare	BERN:254876601
DB00620	Triamcinolone	124-94-7	small molecule	lichen planus	"MESH:D008010	BERN:106914401"
DB00620	Triamcinolone	124-94-7	small molecule	lichen simplex chronicus	"MESH:D009450	BERN:107376301"
DB00620	Triamcinolone	124-94-7	small molecule	psoriatic plaques	BERN:259400201
DB00620	Triamcinolone	124-94-7	small molecule	allergic conditions	"MESH:D006967	BERN:260202601"
DB00620	Triamcinolone	124-94-7	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB00620	Triamcinolone	124-94-7	small molecule	atopic dermatitis	"MESH:D003876	BERN:107504001"
DB00620	Triamcinolone	124-94-7	small molecule	contact dermatitis	"MESH:D003877	BERN:107501401"
DB00620	Triamcinolone	124-94-7	small molecule	drug hypersensitivity	"MESH:D004342	BERN:106928601"
DB00620	Triamcinolone	124-94-7	small molecule	perennial or seasonal allergic rhinitis	"MESH:D012221	MESH:D006255	BERN:107277801	BERN:107284401"
DB00620	Triamcinolone	124-94-7	small molecule	serum sickness	"MESH:D012713	BERN:107454501"
DB00620	Triamcinolone	124-94-7	small molecule	bullous dermatitis herpetiformis	"MESH:D003874	BERN:107490801"
DB00620	Triamcinolone	124-94-7	small molecule	exfoliative erythroderma	BERN:260972501
