source	metaedge	target
Disease::MESH:D013274	DaG	Gene::3958
Disease::MESH:D000740	DaG	Gene::80233
Disease::MESH:D006973	DaG	Gene::183
Disease::MESH:D012559	DaG	Gene::1116
Disease::MESH:D003924	DaG	Gene::6714
Disease::MESH:D007680	DaG	Gene::949
Disease::MESH:D019337	DaG	Gene::673
Disease::MESH:D010195	DaG	Gene::213
Disease::MESH:D010195	DaG	Gene::929
Disease::MESH:D007676	DaG	Gene::6347
Disease::MESH:D001943	DaG	Gene::1436
Disease::MESH:D019337	DaG	Gene::3725
Disease::MESH:D006973	DaG	Gene::6916
Disease::MESH:C538412	DaG	Gene::8038
Disease::MESH:D012595	DaG	Gene::9518
Disease::MESH:D001714	DaG	Gene::6616
Disease::MESH:D001943	DaG	Gene::6696
Disease::MESH:D001172	DaG	Gene::708
Disease::MESH:D010300	DaG	Gene::9627
Disease::MESH:D024821	DaG	Gene::3990
Disease::MESH:D001749	DaG	Gene::7380
Disease::MESH:D008268	DaG	Gene::7422
Disease::MESH:D006973	DaG	Gene::3816
Disease::MESH:D008113	DaG	Gene::6774
Disease::MESH:D050197	DaG	Gene::5342
Disease::MESH:C536231	DaG	Gene::7840
Disease::MESH:D009373	DaG	Gene::64321
Disease::MESH:D010195	DaG	Gene::7498
Disease::MESH:D002583	DaG	Gene::1499
Disease::MESH:D017544	DaG	Gene::3949
Disease::MESH:D001932	DaG	Gene::4853
Disease::MESH:C536215	DaG	Gene::63027
Disease::MESH:D009765	DaG	Gene::79602
Disease::MESH:D010051	DaG	Gene::1027
Disease::MESH:D003866	DaG	Gene::2625
Disease::MESH:D008288	DaG	Gene::2532
Disease::MESH:D005901	DaG	Gene::57096
Disease::MESH:D008175	DaG	Gene::4878
Disease::MESH:D006973	DaG	Gene::3627
Disease::MESH:D007680	DaG	Gene::5743
Disease::MESH:D002971	DaG	Gene::5727
Disease::MESH:D003324	DaG	Gene::5495
Disease::MESH:D010610	DaG	Gene::7157
Disease::MESH:D013953	DaG	Gene::25992
Disease::MESH:D004827	DaG	Gene::4133
Disease::MESH:D006973	DaG	Gene::1401
Disease::MESH:D006973	DaG	Gene::3373
Disease::MESH:D006973	DaG	Gene::4086
Disease::MESH:D001321	DaG	Gene::7337
Disease::MESH:D011085	DaG	Gene::5617
Disease::MESH:D007676	DaG	Gene::4846
Disease::MESH:C536597	DaG	Gene::3482
Disease::MESH:C538412	DaG	Gene::117178
Disease::MESH:D009103	DaG	Gene::942
Disease::MESH:D007680	DaG	Gene::9045
Disease::MESH:D009103	DaG	Gene::5996
Disease::MESH:D009765	DaG	Gene::2752
Disease::MESH:D001859	DaG	Gene::4015
Disease::MESH:D010190	DaG	Gene::5122
Disease::MESH:D003922	DaG	Gene::4842
Disease::MESH:D001321	DaG	Gene::3265
Disease::MESH:D012878	DaG	Gene::3886
Disease::MESH:D001172	DaG	Gene::925
Disease::MESH:D000690	DaG	Gene::23435
Disease::MESH:D012559	DaG	Gene::335
Disease::MESH:D004827	DaG	Gene::132
Disease::MESH:D008545	DaG	Gene::5800
Disease::MESH:C536231	DaG	Gene::153
Disease::MESH:D001321	DaG	Gene::438
Disease::MESH:D003324	DaG	Gene::6546
Disease::MESH:D006973	DaG	Gene::3953
Disease::MESH:D003866	DaG	Gene::1392
Disease::MESH:D001172	DaG	Gene::2289
Disease::MESH:D008545	DaG	Gene::4600
Disease::MESH:D005134	DaG	Gene::896
Disease::MESH:D008545	DaG	Gene::340273
Disease::MESH:D003110	DaG	Gene::7150
Disease::MESH:D013274	DaG	Gene::1182
Disease::MESH:D012004	DaG	Gene::3265
Disease::MESH:D013964	DaG	Gene::797
Disease::MESH:C536215	DaG	Gene::3992
Disease::MESH:D001943	DaG	Gene::4211
Disease::MESH:D010518	DaG	Gene::2678
Disease::MESH:D019337	DaG	Gene::64324
Disease::MESH:D009765	DaG	Gene::125
Disease::MESH:D003324	DaG	Gene::9992
Disease::MESH:D014594	DaG	Gene::54206
Disease::MESH:D019955	DaG	Gene::3356
Disease::MESH:D001943	DaG	Gene::9754
Disease::MESH:D006973	DaG	Gene::5579
Disease::MESH:D012595	DaG	Gene::8741
Disease::MESH:D010024	DaG	Gene::8600
Disease::MESH:D001714	DaG	Gene::6863
Disease::MESH:D007680	DaG	Gene::3091
Disease::MESH:D001859	DaG	Gene::3725
Disease::MESH:D002532	DaG	Gene::4846
Disease::MESH:D003324	DaG	Gene::201475
Disease::MESH:D001321	DaG	Gene::5579
Disease::MESH:D010518	DaG	Gene::973
Disease::MESH:D007676	DaG	Gene::51094
Disease::MESH:D000690	DaG	Gene::56241
Disease::MESH:D007680	DaG	Gene::5594
Disease::MESH:D019337	DaG	Gene::5810
Disease::MESH:D011085	DaG	Gene::6440
Disease::MESH:D009373	DaG	Gene::3110
Disease::MESH:D002532	DaG	Gene::1513
Disease::MESH:D009103	DaG	Gene::6347
Disease::MESH:D003324	DaG	Gene::59272
Disease::MESH:D005923	DaG	Gene::8542
Disease::MESH:D010190	DaG	Gene::10232
Disease::MESH:D008113	DaG	Gene::2944
Disease::MESH:D001932	DaG	Gene::6696
Disease::MESH:D000740	DaG	Gene::947
Disease::MESH:D003924	DaG	Gene::389692
Disease::MESH:D010190	DaG	Gene::595
Disease::MESH:D015433	DaG	Gene::7827
Disease::MESH:D004827	DaG	Gene::6754
Disease::MESH:D007680	DaG	Gene::494188
Disease::MESH:D003110	DaG	Gene::8313
Disease::MESH:D001943	DaG	Gene::2263
Disease::MESH:D008175	DaG	Gene::3855
Disease::MESH:D004827	DaG	Gene::10369
Disease::MESH:D001859	DaG	Gene::1019
Disease::MESH:D003924	DaG	Gene::1889
Disease::MESH:D005901	DaG	Gene::2296
Disease::MESH:D006258	DaG	Gene::999
Disease::MESH:D013120	DaG	Gene::8241
Disease::MESH:D019337	DaG	Gene::249
Disease::MESH:D011085	DaG	Gene::1995
Disease::MESH:D001932	DaG	Gene::286077
Disease::MESH:D004827	DaG	Gene::841
Disease::MESH:D003924	DaG	Gene::2876
Disease::MESH:D012509	DaG	Gene::7157
Disease::MESH:C537243	DaG	Gene::10857
Disease::MESH:D001321	DaG	Gene::6507
Disease::MESH:D003924	DaG	Gene::23054
Disease::MESH:D012878	DaG	Gene::7517
Disease::MESH:D012509	DaG	Gene::1380
Disease::MESH:D001528	DaG	Gene::6775
Disease::MESH:D010024	DaG	Gene::471
Disease::MESH:D010190	DaG	Gene::84133
Disease::MESH:D005901	DaG	Gene::2952
Disease::MESH:D003922	DaG	Gene::1869
Disease::MESH:D001943	DaG	Gene::3490
Disease::MESH:D013964	DaG	Gene::9180
Disease::MESH:D065631	DaG	Gene::5217
Disease::MESH:D003110	DaG	Gene::595
Disease::MESH:D001172	DaG	Gene::6387
Disease::MESH:D008180	DaG	Gene::2113
Disease::MESH:D014594	DaG	Gene::64769
Disease::MESH:D014594	DaG	Gene::2064
Disease::MESH:D009103	DaG	Gene::2262
Disease::MESH:D003093	DaG	Gene::149233
Disease::MESH:D006973	DaG	Gene::2247
Disease::MESH:D004827	DaG	Gene::2912
Disease::MESH:D017545	DaG	Gene::7048
Disease::MESH:D013274	DaG	Gene::28954
Disease::MESH:D012595	DaG	Gene::7292
Disease::MESH:D005901	DaG	Gene::5458
Disease::MESH:D001932	DaG	Gene::898
Disease::MESH:D003924	DaG	Gene::1906
Disease::MESH:C538412	DaG	Gene::10484
Disease::MESH:D002446	DaG	Gene::1232
Disease::MESH:C536597	DaG	Gene::348
Disease::MESH:D008545	DaG	Gene::8295
Disease::MESH:C536215	DaG	Gene::133482
Disease::MESH:D000740	DaG	Gene::10427
Disease::MESH:D008180	DaG	Gene::121260
Disease::MESH:D006973	DaG	Gene::3557
Disease::MESH:D012468	DaG	Gene::2019
Disease::MESH:D002583	DaG	Gene::3115
Disease::MESH:D004938	DaG	Gene::246
Disease::MESH:D004827	DaG	Gene::5621
Disease::MESH:D006258	DaG	Gene::3558
Disease::MESH:D009765	DaG	Gene::27344
Disease::MESH:D007680	DaG	Gene::11236
Disease::MESH:D010190	DaG	Gene::2146
Disease::MESH:D008175	DaG	Gene::836
Disease::MESH:C538412	DaG	Gene::3903
Disease::MESH:D008180	DaG	Gene::54899
Disease::MESH:D002971	DaG	Gene::2042
Disease::MESH:D012509	DaG	Gene::7424
Disease::MESH:D006973	DaG	Gene::847
Disease::MESH:D005910	DaG	Gene::4638
Disease::MESH:D008113	DaG	Gene::3014
Disease::MESH:D008180	DaG	Gene::7099
Disease::MESH:D001321	DaG	Gene::3565
Disease::MESH:D001859	DaG	Gene::2314
Disease::MESH:D001321	DaG	Gene::4128
Disease::MESH:D001749	DaG	Gene::10
Disease::MESH:D013953	DaG	Gene::1029
Disease::MESH:D001321	DaG	Gene::7249
Disease::MESH:D001943	DaG	Gene::23339
Disease::MESH:D005910	DaG	Gene::2495
Disease::MESH:D009765	DaG	Gene::4846
Disease::MESH:D000740	DaG	Gene::6947
Disease::MESH:D012509	DaG	Gene::4893
Disease::MESH:D001714	DaG	Gene::9248
Disease::MESH:D001943	DaG	Gene::3320
Disease::MESH:D009765	DaG	Gene::2740
Disease::MESH:D012559	DaG	Gene::27185
Disease::MESH:C537243	DaG	Gene::4883
Disease::MESH:C538412	DaG	Gene::9837
Disease::MESH:D010051	DaG	Gene::8220
Disease::MESH:D014594	DaG	Gene::10772
Disease::MESH:D001249	DaG	Gene::3553
Disease::MESH:D011565	DaG	Gene::10498
Disease::MESH:D015433	DaG	Gene::973
Disease::MESH:C537243	DaG	Gene::1636
Disease::MESH:C538098	DaG	Gene::81501
Disease::MESH:D003324	DaG	Gene::2938
Disease::MESH:C536597	DaG	Gene::5444
Disease::MESH:D001943	DaG	Gene::2260
Disease::MESH:D000310	DaG	Gene::5925
Disease::MESH:D013274	DaG	Gene::4487
Disease::MESH:D008288	DaG	Gene::2213
Disease::MESH:D001321	DaG	Gene::5618
Disease::MESH:D005134	DaG	Gene::3065
Disease::MESH:D008113	DaG	Gene::201163
Disease::MESH:D001749	DaG	Gene::3558
Disease::MESH:D000690	DaG	Gene::23064
Disease::MESH:D012559	DaG	Gene::2897
Disease::MESH:D008288	DaG	Gene::3043
Disease::MESH:C537243	DaG	Gene::7515
Disease::MESH:D019337	DaG	Gene::6664
Disease::MESH:D006973	DaG	Gene::3958
Disease::MESH:D007889	DaG	Gene::60495
Disease::MESH:D008105	DaG	Gene::3385
Disease::MESH:D010051	DaG	Gene::8725
Disease::MESH:D002532	DaG	Gene::4318
Disease::MESH:D008545	DaG	Gene::5290
Disease::MESH:C536597	DaG	Gene::51338
Disease::MESH:C538412	DaG	Gene::10228
Disease::MESH:D008175	DaG	Gene::1029
Disease::MESH:D003093	DaG	Gene::8624
Disease::MESH:D009765	DaG	Gene::8648
Disease::MESH:D009765	DaG	Gene::155
Disease::MESH:D019337	DaG	Gene::10113
Disease::MESH:D008113	DaG	Gene::4313
Disease::MESH:D008180	DaG	Gene::1647
Disease::MESH:D007889	DaG	Gene::1586
Disease::MESH:D010300	DaG	Gene::156
Disease::MESH:D003110	DaG	Gene::25803
Disease::MESH:D012595	DaG	Gene::6775
Disease::MESH:D012468	DaG	Gene::9874
Disease::MESH:D004827	DaG	Gene::1839
Disease::MESH:D000740	DaG	Gene::203
Disease::MESH:D009103	DaG	Gene::155061
Disease::MESH:D029424	DaG	Gene::64399
Disease::MESH:D003110	DaG	Gene::999
Disease::MESH:D006973	DaG	Gene::5860
Disease::MESH:D013274	DaG	Gene::1201
Disease::MESH:D000740	DaG	Gene::2395
Disease::MESH:D007680	DaG	Gene::3845
Disease::MESH:D013274	DaG	Gene::59340
Disease::MESH:D015433	DaG	Gene::387
Disease::MESH:D004938	DaG	Gene::84651
Disease::MESH:D011565	DaG	Gene::5966
Disease::MESH:D009765	DaG	Gene::7297
Disease::MESH:D019337	DaG	Gene::5291
Disease::MESH:D001714	DaG	Gene::3553
Disease::MESH:D004827	DaG	Gene::51083
Disease::MESH:D009103	DaG	Gene::3574
Disease::MESH:D008105	DaG	Gene::7132
Disease::MESH:D003876	DaG	Gene::8875
Disease::MESH:D009373	DaG	Gene::249
Disease::MESH:D009103	DaG	Gene::1591
Disease::MESH:D003324	DaG	Gene::3383
Disease::MESH:D001650	DaG	Gene::4583
Disease::MESH:D003324	DaG	Gene::3240
Disease::MESH:D003093	DaG	Gene::5734
Disease::MESH:C537243	DaG	Gene::4322
Disease::MESH:D001943	DaG	Gene::213
Disease::MESH:D019337	DaG	Gene::54205
Disease::MESH:D001289	DaG	Gene::1312
Disease::MESH:D001249	DaG	Gene::1237
Disease::MESH:D006973	DaG	Gene::7534
Disease::MESH:D008113	DaG	Gene::4780
Disease::MESH:D003924	DaG	Gene::7040
Disease::MESH:D015209	DaG	Gene::4843
Disease::MESH:D001749	DaG	Gene::999
Disease::MESH:D006973	DaG	Gene::6051
Disease::MESH:D010003	DaG	Gene::3600
Disease::MESH:D001528	DaG	Gene::5054
Disease::MESH:D007680	DaG	Gene::673
Disease::MESH:D001249	DaG	Gene::1439
Disease::MESH:D002583	DaG	Gene::3280
Disease::MESH:D012559	DaG	Gene::83857
Disease::MESH:D001321	DaG	Gene::5443
Disease::MESH:C538412	DaG	Gene::55215
Disease::MESH:D004938	DaG	Gene::4215
Disease::MESH:D006973	DaG	Gene::2022
Disease::MESH:D002446	DaG	Gene::100507436
Disease::MESH:D012559	DaG	Gene::2890
Disease::MESH:D010300	DaG	Gene::3303
Disease::MESH:D050197	DaG	Gene::7391
Disease::MESH:D004827	DaG	Gene::5376
Disease::MESH:C536597	DaG	Gene::627
Disease::MESH:D008180	DaG	Gene::8741
Disease::MESH:D007680	DaG	Gene::6725
Disease::MESH:C536597	DaG	Gene::3479
Disease::MESH:C536597	DaG	Gene::3416
Disease::MESH:D008180	DaG	Gene::629
Disease::MESH:D006973	DaG	Gene::239
Disease::MESH:D006973	DaG	Gene::221357
Disease::MESH:D006973	DaG	Gene::1585
Disease::MESH:D000740	DaG	Gene::1401
Disease::MESH:D003324	DaG	Gene::79781
Disease::MESH:D001943	DaG	Gene::51129
Disease::MESH:D009373	DaG	Gene::251
Disease::MESH:D006973	DaG	Gene::4142
Disease::MESH:D007037	DaG	Gene::5443
Disease::MESH:D013274	DaG	Gene::637
Disease::MESH:D003324	DaG	Gene::7040
Disease::MESH:D006973	DaG	Gene::10928
Disease::MESH:D001249	DaG	Gene::374
Disease::MESH:D008175	DaG	Gene::11228
Disease::MESH:D001172	DaG	Gene::3127
Disease::MESH:C536231	DaG	Gene::4607
Disease::MESH:D001943	DaG	Gene::9611
Disease::MESH:D000740	DaG	Gene::1604
Disease::MESH:D006973	DaG	Gene::2878
Disease::MESH:D010300	DaG	Gene::4128
Disease::MESH:D008113	DaG	Gene::641371
Disease::MESH:D007676	DaG	Gene::1812
Disease::MESH:D003324	DaG	Gene::10959
Disease::MESH:D010524	DaG	Gene::6790
Disease::MESH:D001249	DaG	Gene::1232
Disease::MESH:D000437	DaG	Gene::1268
Disease::MESH:D006973	DaG	Gene::5340
Disease::MESH:C536597	DaG	Gene::3635
Disease::MESH:D001943	DaG	Gene::2066
Disease::MESH:D010195	DaG	Gene::2230
Disease::MESH:D008545	DaG	Gene::5880
Disease::MESH:D001943	DaG	Gene::659
Disease::MESH:C536597	DaG	Gene::5468
Disease::MESH:D004938	DaG	Gene::2597
Disease::MESH:D003324	DaG	Gene::1401
Disease::MESH:D004827	DaG	Gene::8514
Disease::MESH:D009765	DaG	Gene::57678
Disease::MESH:D003324	DaG	Gene::2152
Disease::MESH:D001172	DaG	Gene::240
Disease::MESH:D014820	DaG	Gene::64135
Disease::MESH:D010003	DaG	Gene::2335
Disease::MESH:D006973	DaG	Gene::340024
Disease::MESH:D015535	DaG	Gene::54620
Disease::MESH:D000740	DaG	Gene::55120
Disease::MESH:D011565	DaG	Gene::3683
Disease::MESH:D003324	DaG	Gene::84439
Disease::MESH:C537243	DaG	Gene::6387
Disease::MESH:D001321	DaG	Gene::7328
Disease::MESH:D001943	DaG	Gene::5889
Disease::MESH:D001249	DaG	Gene::5321
Disease::MESH:D012559	DaG	Gene::80323
Disease::MESH:D001321	DaG	Gene::2697
Disease::MESH:D011085	DaG	Gene::3977
Disease::MESH:D010195	DaG	Gene::4023
Disease::MESH:D009103	DaG	Gene::440836
Disease::MESH:D001249	DaG	Gene::3123
Disease::MESH:C537243	DaG	Gene::6528
Disease::MESH:D010051	DaG	Gene::7038
Disease::MESH:D001943	DaG	Gene::23406
Disease::MESH:D013274	DaG	Gene::29108
Disease::MESH:D010024	DaG	Gene::9365
Disease::MESH:D008175	DaG	Gene::57099
Disease::MESH:D007676	DaG	Gene::3156
Disease::MESH:C537243	DaG	Gene::6948
Disease::MESH:D012468	DaG	Gene::472
Disease::MESH:D005134	DaG	Gene::993
Disease::MESH:D013274	DaG	Gene::664
Disease::MESH:D008545	DaG	Gene::11093
Disease::MESH:D003110	DaG	Gene::10395
Disease::MESH:D003924	DaG	Gene::1030
Disease::MESH:D008105	DaG	Gene::23228
Disease::MESH:D000437	DaG	Gene::2560
Disease::MESH:D004938	DaG	Gene::125
Disease::MESH:D012559	DaG	Gene::816
Disease::MESH:D012468	DaG	Gene::2011
Disease::MESH:D055959	DaG	Gene::5071
Disease::MESH:D008545	DaG	Gene::5291
Disease::MESH:D001943	DaG	Gene::9473
Disease::MESH:D053713	DaG	Gene::83844
Disease::MESH:D008545	DaG	Gene::222537
Disease::MESH:D005642	DaG	Gene::5793
Disease::MESH:D008105	DaG	Gene::1003
Disease::MESH:D008577	DaG	Gene::5728
Disease::MESH:D007676	DaG	Gene::6540
Disease::MESH:D012559	DaG	Gene::25874
Disease::MESH:D003924	DaG	Gene::3039
Disease::MESH:D012559	DaG	Gene::84152
Disease::MESH:D000740	DaG	Gene::6157
Disease::MESH:D001172	DaG	Gene::117289
Disease::MESH:D029424	DaG	Gene::2950
Disease::MESH:D003324	DaG	Gene::9734
Disease::MESH:D009103	DaG	Gene::5594
Disease::MESH:D000310	DaG	Gene::3481
Disease::MESH:D050197	DaG	Gene::5468
Disease::MESH:D012509	DaG	Gene::6760
Disease::MESH:C538412	DaG	Gene::140
Disease::MESH:D012030	DaG	Gene::3759
Disease::MESH:D009765	DaG	Gene::6648
Disease::MESH:D024821	DaG	Gene::2678
Disease::MESH:D003324	DaG	Gene::1432
Disease::MESH:D013274	DaG	Gene::3553
Disease::MESH:D001943	DaG	Gene::5321
Disease::MESH:D003324	DaG	Gene::5580
Disease::MESH:D010610	DaG	Gene::25790
Disease::MESH:D013274	DaG	Gene::3490
Disease::MESH:D011085	DaG	Gene::164395
Disease::MESH:D000740	DaG	Gene::10661
Disease::MESH:D010051	DaG	Gene::8028
Disease::MESH:D003324	DaG	Gene::56897
Disease::MESH:D013274	DaG	Gene::5290
Disease::MESH:D012148	DaG	Gene::5789
Disease::MESH:D004938	DaG	Gene::5720
Disease::MESH:C537243	DaG	Gene::356
Disease::MESH:D013274	DaG	Gene::501
Disease::MESH:D019337	DaG	Gene::30845
Disease::MESH:D010051	DaG	Gene::540
Disease::MESH:D024821	DaG	Gene::4018
Disease::MESH:D009373	DaG	Gene::2067
Disease::MESH:D005910	DaG	Gene::1950
Disease::MESH:D009765	DaG	Gene::9021
Disease::MESH:D007680	DaG	Gene::142685
Disease::MESH:D019337	DaG	Gene::54790
Disease::MESH:D001943	DaG	Gene::22948
Disease::MESH:D013274	DaG	Gene::5524
Disease::MESH:C536597	DaG	Gene::1410
Disease::MESH:D019337	DaG	Gene::290
Disease::MESH:D010195	DaG	Gene::2266
Disease::MESH:D003324	DaG	Gene::338
Disease::MESH:D002971	DaG	Gene::56169
Disease::MESH:D003924	DaG	Gene::79571
Disease::MESH:D003924	DaG	Gene::6833
Disease::MESH:D001249	DaG	Gene::5172
Disease::MESH:D001943	DaG	Gene::3756
Disease::MESH:D050197	DaG	Gene::23038
Disease::MESH:D010300	DaG	Gene::1137
Disease::MESH:D009765	DaG	Gene::51083
Disease::MESH:D005910	DaG	Gene::2952
Disease::MESH:D019955	DaG	Gene::2555
Disease::MESH:D012468	DaG	Gene::2264
Disease::MESH:D029424	DaG	Gene::1544
Disease::MESH:C538412	DaG	Gene::6880
Disease::MESH:C537243	DaG	Gene::81603
Disease::MESH:D003876	DaG	Gene::834
Disease::MESH:D014594	DaG	Gene::55558
Disease::MESH:D001943	DaG	Gene::3488
Disease::MESH:D010024	DaG	Gene::760
Disease::MESH:D003924	DaG	Gene::4853
Disease::MESH:D008545	DaG	Gene::2776
Disease::MESH:D003924	DaG	Gene::2572
Disease::MESH:D008175	DaG	Gene::5604
Disease::MESH:D004827	DaG	Gene::5860
Disease::MESH:D002446	DaG	Gene::29851
Disease::MESH:D008113	DaG	Gene::4609
Disease::MESH:D006973	DaG	Gene::653361
Disease::MESH:D002532	DaG	Gene::7076
Disease::MESH:D003876	DaG	Gene::90865
Disease::MESH:D001172	DaG	Gene::916
Disease::MESH:D005901	DaG	Gene::23424
Disease::MESH:D000163	DaG	Gene::3439
Disease::MESH:D010524	DaG	Gene::4893
Disease::MESH:D000740	DaG	Gene::164656
Disease::MESH:D006973	DaG	Gene::3290
Disease::MESH:D003922	DaG	Gene::10666
Disease::MESH:D024821	DaG	Gene::723961
Disease::MESH:D004827	DaG	Gene::8893
Disease::MESH:D006111	DaG	Gene::2638
Disease::MESH:D010518	DaG	Gene::4353
Disease::MESH:C536597	DaG	Gene::3952
Disease::MESH:C538412	DaG	Gene::1436
Disease::MESH:D007680	DaG	Gene::7030
Disease::MESH:D003324	DaG	Gene::23294
Disease::MESH:D009290	DaG	Gene::3060
Disease::MESH:D001714	DaG	Gene::6285
Disease::MESH:D001321	DaG	Gene::4908
Disease::MESH:D003924	DaG	Gene::4357
Disease::MESH:D012509	DaG	Gene::5159
Disease::MESH:D003922	DaG	Gene::26191
Disease::MESH:D008105	DaG	Gene::22806
Disease::MESH:D009103	DaG	Gene::6775
Disease::MESH:D006973	DaG	Gene::1490
Disease::MESH:D001932	DaG	Gene::6502
Disease::MESH:D000690	DaG	Gene::4744
Disease::MESH:D010024	DaG	Gene::4772
Disease::MESH:D007918	DaG	Gene::959
Disease::MESH:D003110	DaG	Gene::925
Disease::MESH:D003093	DaG	Gene::5771
Disease::MESH:D010024	DaG	Gene::5019
Disease::MESH:D003924	DaG	Gene::5327
Disease::MESH:C537243	DaG	Gene::11176
Disease::MESH:D001289	DaG	Gene::2917
Disease::MESH:D007822	DaG	Gene::10630
Disease::MESH:D003924	DaG	Gene::3480
Disease::MESH:D007037	DaG	Gene::7080
Disease::MESH:D001172	DaG	Gene::1311
Disease::MESH:D003324	DaG	Gene::9255
Disease::MESH:D013964	DaG	Gene::221937
Disease::MESH:D009217	DaG	Gene::7490
Disease::MESH:D008545	DaG	Gene::64135
Disease::MESH:D054990	DaG	Gene::2355
Disease::MESH:D001943	DaG	Gene::6194
Disease::MESH:D009217	DaG	Gene::7161
Disease::MESH:D009765	DaG	Gene::26291
Disease::MESH:D014820	DaG	Gene::1493
Disease::MESH:D007680	DaG	Gene::1030
Disease::MESH:D010190	DaG	Gene::1107
Disease::MESH:D001172	DaG	Gene::3329
Disease::MESH:D019337	DaG	Gene::928
Disease::MESH:D010524	DaG	Gene::8289
Disease::MESH:D009103	DaG	Gene::5788
Disease::MESH:D010300	DaG	Gene::54541
Disease::MESH:D019337	DaG	Gene::3308
Disease::MESH:D007680	DaG	Gene::1978
Disease::MESH:D010051	DaG	Gene::7298
Disease::MESH:D001943	DaG	Gene::2625
Disease::MESH:D003324	DaG	Gene::3030
Disease::MESH:D001749	DaG	Gene::472
Disease::MESH:D012559	DaG	Gene::7976
Disease::MESH:D010190	DaG	Gene::6714
Disease::MESH:D003924	DaG	Gene::83795
Disease::MESH:C537243	DaG	Gene::4292
Disease::MESH:D001943	DaG	Gene::56100
Disease::MESH:D001943	DaG	Gene::3945
Disease::MESH:D013964	DaG	Gene::7157
Disease::MESH:D012595	DaG	Gene::4092
Disease::MESH:D012030	DaG	Gene::6232
Disease::MESH:C538412	DaG	Gene::51571
Disease::MESH:D019337	DaG	Gene::545
Disease::MESH:D013274	DaG	Gene::645
Disease::MESH:D010024	DaG	Gene::796
Disease::MESH:D001172	DaG	Gene::3570
Disease::MESH:D003324	DaG	Gene::22808
Disease::MESH:C536597	DaG	Gene::4803
Disease::MESH:D010003	DaG	Gene::2331
Disease::MESH:D003922	DaG	Gene::5078
Disease::MESH:D001943	DaG	Gene::8438
Disease::MESH:D001943	DaG	Gene::9801
Disease::MESH:D000740	DaG	Gene::3458
Disease::MESH:D003922	DaG	Gene::8797
Disease::MESH:D004827	DaG	Gene::213
Disease::MESH:D003876	DaG	Gene::3600
Disease::MESH:D005910	DaG	Gene::1030
Disease::MESH:C538412	DaG	Gene::64844
Disease::MESH:D001650	DaG	Gene::3417
Disease::MESH:D001249	DaG	Gene::5729
Disease::MESH:D019337	DaG	Gene::4066
Disease::MESH:D001714	DaG	Gene::91752
Disease::MESH:D001650	DaG	Gene::6528
Disease::MESH:D010051	DaG	Gene::3576
Disease::MESH:D004938	DaG	Gene::23293
Disease::MESH:D003924	DaG	Gene::5515
Disease::MESH:C538412	DaG	Gene::51727
Disease::MESH:D019337	DaG	Gene::941
Disease::MESH:D019337	DaG	Gene::213
Disease::MESH:C536597	DaG	Gene::26330
Disease::MESH:D003324	DaG	Gene::3764
Disease::MESH:D001943	DaG	Gene::57591
Disease::MESH:D001172	DaG	Gene::7297
Disease::MESH:D001321	DaG	Gene::775
Disease::MESH:D005910	DaG	Gene::8842
Disease::MESH:D003876	DaG	Gene::1232
Disease::MESH:C537243	DaG	Gene::1410
Disease::MESH:D001943	DaG	Gene::226
Disease::MESH:D004827	DaG	Gene::2348
Disease::MESH:D013736	DaG	Gene::29947
Disease::MESH:D014820	DaG	Gene::925
Disease::MESH:D011565	DaG	Gene::8875
Disease::MESH:D015433	DaG	Gene::348
Disease::MESH:D000740	DaG	Gene::51458
Disease::MESH:D005134	DaG	Gene::2776
Disease::MESH:D005910	DaG	Gene::4313
Disease::MESH:C538412	DaG	Gene::5277
Disease::MESH:D019337	DaG	Gene::939
Disease::MESH:D010190	DaG	Gene::5743
Disease::MESH:D008175	DaG	Gene::1143
Disease::MESH:D065631	DaG	Gene::23274
Disease::MESH:D009103	DaG	Gene::3178
Disease::MESH:D001714	DaG	Gene::25896
Disease::MESH:D010300	DaG	Gene::4803
Disease::MESH:D011565	DaG	Gene::3600
Disease::MESH:D008268	DaG	Gene::3426
Disease::MESH:D002971	DaG	Gene::6948
Disease::MESH:D008881	DaG	Gene::221692
Disease::MESH:D006973	DaG	Gene::4843
Disease::MESH:D008545	DaG	Gene::3958
Disease::MESH:D008268	DaG	Gene::7046
Disease::MESH:D009765	DaG	Gene::6319
Disease::MESH:C537243	DaG	Gene::10948
Disease::MESH:D010518	DaG	Gene::7040
Disease::MESH:D004827	DaG	Gene::6925
Disease::MESH:D001321	DaG	Gene::2876
Disease::MESH:D010518	DaG	Gene::57158
Disease::MESH:D007676	DaG	Gene::6720
Disease::MESH:D008268	DaG	Gene::1409
Disease::MESH:D004827	DaG	Gene::471
Disease::MESH:D005901	DaG	Gene::54499
Disease::MESH:D010518	DaG	Gene::929
Disease::MESH:D007680	DaG	Gene::2475
Disease::MESH:D050197	DaG	Gene::7099
Disease::MESH:D008180	DaG	Gene::1773
Disease::MESH:D012468	DaG	Gene::81831
Disease::MESH:D009765	DaG	Gene::4654
Disease::MESH:D006973	DaG	Gene::2100
Disease::MESH:D001749	DaG	Gene::27127
Disease::MESH:D008175	DaG	Gene::57683
Disease::MESH:C536231	DaG	Gene::6444
Disease::MESH:D003324	DaG	Gene::2029
Disease::MESH:D001749	DaG	Gene::2952
Disease::MESH:D009765	DaG	Gene::3383
