drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB00580	target	P00918	760	Humans	unknown	inhibitor	17826101
DB00580	target	P07451	761	Humans	unknown	inhibitor	17826101
DB00581	target	P06864	12934425	Escherichia coli (strain K12)	unknown	other	17139284|17016423|8949640|97820|3089818|9718732
DB00581	target	P06864	947583	Escherichia coli (strain K12)	unknown	other	17139284|17016423|8949640|97820|3089818|9718732
DB00582	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	19515014|19029318
DB00582	enzyme	P11712	1559	Humans	unknown	substrate|inhibitor	16141567
DB00582	enzyme	P23219	5742	Humans	unknown	substrate	19515014
DB00582	enzyme	P20815	1577	Humans	unknown	inhibitor	19029318|20565450
DB00582	enzyme	P33261	1557	Humans	unknown	substrate|inhibitor	12695341|17433262|19029318
DB00582	enzyme	P20813	1555	Humans	unknown	inhibitor	
DB00582	enzyme	Q01740	2326	Humans	unknown	substrate	19515014
DB00582	target	P10613	3641571	Yeast	yes	antagonist|inhibitor	17139284|17016423|12606318|15673750|14657086|19947892|10592235|20362444|21420761
DB00582	enzyme	P24462	100861540	Humans	unknown	inhibitor	19029318
DB00582	enzyme	P24462	1551	Humans	unknown	inhibitor	19029318
DB00582	enzyme	P31513	2328	Humans	unknown	substrate	19515014
DB00583	target	P05164	4353	Humans	unknown		16130180
DB00583	target	P47989	7498	Humans	unknown		8255367
DB00583	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	12906759
DB00583	target	O76082	6584	Humans	unknown		12175785|12181285|12183691|12635840|12644265
DB00583	transporter	O76082	6584	Humans	unknown	substrate	11406104|12644265|12684216|10525100|11010964|10454528
DB00583	target	Q9H015	6583	Humans	unknown		12181285|14506273|16246312|16997449
DB00583	transporter	Q9H015	6583	Humans	unknown	substrate|inhibitor	10215651|11010964
DB00583	transporter	Q8TCC7	9376	Humans	unknown	substrate	15100168
DB00583	target	P23141	1066	Humans	unknown		6509906
DB00583	target	P43155	1384	Humans	unknown		12526798|12562770|12582227|15099582|15155769
DB00583	target	Q8N8R3	123096	Humans	unknown		12882971
DB00583	target	O43772	788	Humans	unknown		12882971|15515015|15757911
DB00583	target	Q9UKG9	54677	Humans	unknown		15155769|16681386
DB00583	target	P23786	1376	Humans	unknown		12408750|12445488|12464674|12662154|12684219
DB00583	target	P50416	1374	Humans	unknown	activator	12705401|14711372|15647998|16283381|16362726|11752352
DB00583	transporter	Q86VW1	85413	Humans	unknown	substrate	12089149
DB00584	transporter	P08183	5243	Humans	unknown	inhibitor	11895100
DB00584	carrier	P02768	213	Humans	no	binder	25845252
DB00584	transporter	Q4U2R8	9356	Humans	unknown	inhibitor	9880528
DB00584	transporter	Q8TCC7	9376	Humans	unknown	inhibitor	15100168
DB00584	transporter	P46721	6579	Humans	unknown	substrate	10859154|9794920
DB00584	transporter	Q9Y694	10864	Humans	unknown	inhibitor	12065749|9650585
DB00584	target	P12821	1636	Humans	yes	inhibitor	17618628|11752352|16424790|15236580
DB00584	transporter	P46059	6564	Humans	unknown	substrate|inhibitor	9706043|10052994|9733984|15618677
DB00585	transporter	P08183	5243	Humans	unknown	substrate	19319690
DB00585	enzyme	P06276	590	Humans	unknown	inhibitor	8095733
DB00585	target	P25021	3274	Humans	yes	antagonist	11752352|1843561|2858133|2877081|2567267|2895808
DB00586	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	10950847|12871048|12228192
DB00586	enzyme	P05177	1544	Humans	unknown	substrate	18816299|27034690
DB00586	enzyme	P11712	1559	Humans	unknown	substrate	20167001|12065442|8417277|16928789|2534640
DB00586	transporter	P08183	5243	Humans	unknown	inducer	24520393
DB00586	target	P23219	5742	Humans	yes	inhibitor	12414874|12534640|12713596|12852704|12966366|11752352
DB00586	target	P35354	5743	Humans	yes	inhibitor	12534640|12588370|12705061|12852704|12925531
DB00586	enzyme	P05181	1571	Humans	unknown	inhibitor	11996015
DB00586	carrier	P02768	213	Humans	unknown		14727845|9314611
DB00586	enzyme	P33260	1562	Humans	unknown	substrate	10449188|10572000
DB00586	enzyme	P33261	1557	Humans	unknown	substrate	10449188|10572000
DB00586	transporter	O95342	8647	Humans	no	substrate	24014644
DB00586	transporter	Q4U2R8	9356	Humans	unknown	inhibitor	10991954|9880528|10220563
DB00586	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	21861202
DB00586	transporter	P33527	4363	Humans	unknown	inhibitor	12835412
DB00586	transporter	Q8TCC7	9376	Humans	unknown	inhibitor	11306713
DB00586	transporter	O15439	10257	Humans	unknown	inhibitor	12835412
DB00586	enzyme	P09917	240	Humans	unknown	potentiator	12932896|12826271|15525540
DB00586	transporter	Q9NSA0	55867	Humans	unknown	inhibitor	10660625
DB00586	enzyme	P10632	1558	Humans	unknown	substrate	10449188|10572000|15581350
DB00586	enzyme	P20813	1555	Humans	unknown	substrate	10449188
DB00586	enzyme	P35503	54659	Humans	unknown	substrate	15843492
DB00586	enzyme	O60656	54600	Humans	unknown	substrate	15843492
DB00586	enzyme	P16662	7364	Humans	unknown	substrate	19515014|15843492
DB00586	transporter	Q9NYB5	53919	Humans	unknown	inhibitor	18845642|10592235
DB00586	carrier	P02766	7276	Humans	unknown		14968122|15080795
DB00586	transporter	P35499	6329	Humans	unknown	inhibitor	15824190|15032643|15574747
DB00586	enzyme	P06133	7363	Humans	unknown	substrate	15843492
DB00586	transporter	O43526	3785	Humans	unknown	agonist	15598972|18206251
DB00586	transporter	O43525	3786	Humans	unknown	agonist	18206251|15598972
DB00586	enzyme	P14555	5320	Humans	unknown	inhibitor	15906762|16552142|9279965
DB00586	transporter	P78348	41	Humans	unknown	inhibitor	11588175
DB00587	target	Q9Y271	10800	Humans	yes	antagonist	11752352|9042047|19826192
DB00588	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	16565171|20707410
DB00588	transporter	P08183	5243	Humans	unknown	substrate	
DB00588	target	P47712	5321	Humans	unknown	inhibitor	10351938|15083746
DB00588	enzyme	P20815	1577	Humans	unknown	substrate|inhibitor	16565171|20707410
DB00588	carrier	Q9Y6L6	10599	Humans	no	inhibitor	
DB00588	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	
DB00588	enzyme	P10632	1558	Humans	no	inhibitor	26721703
DB00588	target	P04150	2908	Humans	yes	agonist	10200007|10518812|11730731|7878687|8646863|11752352
DB00588	carrier	P08185	866	Humans	unknown		17139284|17016423
DB00588	enzyme	P24462	100861540	Humans	unknown	substrate	16565171
DB00588	enzyme	P24462	1551	Humans	unknown	substrate	16565171
DB00588	target	P06401	5241	Humans	unknown	agonist	16507850|12503693
DB00588	target	P08235	4306	Humans	unknown	antagonist	12503693|16507850
DB00589	enzyme	P08684	1576	Humans	unknown	substrate	18691132|28273839
DB00589	target	P14416	1813	Humans	yes	agonist	11752352|18691132
DB00589	target	P28335	3358	Humans	yes	agonist	18691132|9600588
DB00589	target	P28221	3352	Humans	unknown	agonist	18691132
DB00589	target	P28222	3351	Humans	unknown	agonist	18691132
DB00589	target	P08908	3350	Humans	unknown	agonist	11224054|18691132|12373423|1678728|1783326|2887435
DB00589	target	P41595	3357	Humans	unknown	antagonist	18691132
DB00589	target	P34969	3363	Humans	unknown		18996971|19509219
DB00589	target	P21728	1812	Humans	unknown	antagonist	17139284|17016423|18691132
DB00589	target	P21918	1816	Humans	unknown	antagonist	18691132
DB00589	target	P28223	3356	Humans	yes	agonist	18691132|9600588
DB00589	target	P35462	1814	Humans	yes	agonist	18691132
DB00589	target	P21917	1815	Humans	yes	agonist	18691132
DB00589	target	P08913	150	Humans	unknown	other/unknown	18691132
DB00589	target	P18089	151	Humans	unknown	other/unknown	18691132
DB00589	target	P18825	152	Humans	unknown	other/unknown	18691132
DB00590	enzyme	P08684	1576	Humans	no	substrate	24092799
DB00590	enzyme	P10635	1565	Humans	unknown	substrate	24092799
DB00590	enzyme	P11712	1559	Humans	unknown	substrate	
DB00590	transporter	P08183	5243	Humans	unknown	inhibitor	11895100|19806783
DB00590	enzyme	P33261	1557	Humans	unknown	substrate	24092799
DB00590	transporter	O15245	6580	Humans	no	inhibitor	25943187|25510240
DB00590	target	P35348	148	Humans	yes	antagonist	15573147|8736427|14767264|9205965|16225542|19002123|17070143|10393471|18304211|9223558
DB00590	target	P35368	147	Humans	unknown		18304211|9223558
DB00590	target	P25100	146	Humans	yes	antagonist	9223558|18304211
DB00591	enzyme	P08684	1576	Humans	no	substrate|inducer	23143891
DB00591	target	P07355	302	Humans	yes	inducer	
DB00591	target	P04150	2908	Humans	yes	agonist	19744340
DB00591	carrier	P08185	866	Humans	unknown	binder	17139284|17016423|11752352
DB00591	target	P04083	301	Humans	yes	inducer	
DB00591	target	P12429	306	Humans	yes	inducer	
DB00591	target	P09525	307	Humans	yes	inducer	
DB00591	target	P08758	308	Humans	yes	inducer	
DB00592	enzyme	P10635	1565	Humans	unknown	substrate	15228152
DB00592	target	P28472	2562	Humans	yes	agonist	17139284|17016423|11156579|10592235
DB00593	enzyme	P08684	1576	Humans	unknown	substrate	12637244|9443857
DB00593	enzyme	P05181	1571	Humans	unknown	substrate	12637244
DB00593	target	O43497	8913	Humans	yes	inhibitor	11752352|11641441|19005061|11274992
DB00594	transporter	O15244	6582	Humans	unknown	inhibitor	11758759
DB00594	transporter	Q9H015	6583	Humans	unknown	inhibitor	10825452
DB00594	target	P51170	6340	Humans	yes	inhibitor	11344206|11463765|12396248|12503866|15547682
DB00594	target	P37088	6337	Humans	yes	inhibitor	12928313|15084585|17556672|11752352
DB00594	target	P51168	6338	Humans	yes	inhibitor	12746257|15681398|12396248|11882592|15198480
DB00594	target	P51172	6339	Humans	yes	inhibitor	14726523|14660613|16423824|16033954|16107516
DB00594	target	P78348	41	Humans	unknown	inhibitor	12401318|15574747|15758172|16319075|16685601
DB00594	target	P19801	26	Humans	unknown	inhibitor	10938536|10850957
DB00594	enzyme	P19801	26	Humans	unknown	inhibitor	10938536|10850957
DB00594	target	Q16515	40	Humans	unknown	inhibitor	12584187|12736332|14686475|15537887|16704974
DB00594	target	P19634	6548	Humans	unknown	inhibitor	10841524|11604219|11688549|12872009|12881227
DB00594	target	P00749	5328	Humans	unknown	inhibitor	11544332|11562773|12183060|12897821|15866288|11752352
DB00594	enzyme	Q9TRC7	100517436	Pig	unknown	inhibitor	10938536|10850957
DB00595	carrier	P02768	213	Humans	unknown	binder	
DB00595	transporter	Q4U2R8	9356	Humans	unknown	substrate|inhibitor	11855680
DB00595	transporter	Q8TCC7	9376	Humans	unknown	substrate	11855680
DB00595	transporter	Q9NSA0	55867	Humans	unknown	substrate|inhibitor	11855680
DB00595	transporter	Q9Y694	10864	Humans	unknown	substrate|inhibitor	11855680
DB00595	target	P0A7X3	12933452	Escherichia coli (strain K12)	yes	inhibitor	15156014|6163479
DB00595	target	P0A7X3	949000	Escherichia coli (strain K12)	yes	inhibitor	15156014|6163479
DB00595	target	P0A7V8	12934394	Escherichia coli (strain K12)	yes	inhibitor	15156014|6163479
DB00595	target	P0A7V8	947793	Escherichia coli (strain K12)	yes	inhibitor	15156014|6163479
DB00596	target	P04150	2908	Humans	yes	agonist	19293512|9891987
DB00596	carrier	P08185	866	Humans	unknown		17139284|17016423
DB00598	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	1613128|17542770
DB00598	carrier	P02768	213	Humans	unknown	substrate	16944456
DB00598	enzyme	P33261	1557	Humans	unknown	substrate	
DB00598	target	P08588	153	Humans	yes	antagonist	1687367|6151824|6355664|7286847|11752352|19879818|8104240|7684671
DB00598	target	P07550	154	Humans	yes	antagonist	1361547|2907566|11752352|6355664|19879818|8104240|7684671
DB00598	enzyme	P22309	54658	Humans	unknown	substrate	18098064
DB00598	enzyme	O60656	54600	Humans	unknown	substrate	18098064
DB00598	enzyme	P16662	7364	Humans	unknown	substrate	18098064
DB00598	transporter	Q2M3G0	340273	Humans	unknown		23563132
DB00599	enzyme	P33261	1557	Humans	no	substrate	
DB00599	target	P36544	1139	Humans	unknown	antagonist	11264449|16248797|10487207
DB00599	target	P36544	89832	Humans	unknown	antagonist	11264449|16248797|10487207
DB00599	target	P42262	2891	Humans	unknown	antagonist	11264449|10487207
DB00599	target	Q13002	2898	Humans	unknown	antagonist	11264449|10487207
DB00599	target	P43681	1137	Humans	unknown	antagonist	11264449|16248797|10487207
DB00599	target	P20309	1131	Humans	unknown		12456425
DB00599	target	P14867	2554	Humans	yes	potentiator	14579514|10209232|11264449|10487207|18619475
DB00599	target	P47869	2555	Humans	yes	potentiator	11264449|10209232
DB00599	target	P34903	2556	Humans	yes	potentiator	11264449|10209232
DB00599	target	P48169	2557	Humans	yes	potentiator	10209232
DB00599	target	P31644	2558	Humans	yes	potentiator	11264449|10209232
DB00599	target	Q16445	2559	Humans	yes	potentiator	10209232|11264449
DB00599	target	O00519	2166	Humans	unknown	inhibitor	12839875|11752352
DB00600	target	P14679	7299	Humans	unknown	inhibitor	19159217
DB00601	enzyme	P21397	4128	Humans	unknown	inhibitor	15482171|16779744
DB00601	enzyme	P27338	4129	Humans	unknown	inhibitor	15482171|16779744
DB00602	enzyme	P08684	1576	Humans	unknown	substrate|inducer	9574819|20630055|29511601|11551531
DB00602	transporter	P08183	5243	Humans	unknown	substrate|inhibitor|inducer	12699389|8960059|14985103|7560060|20574995|22024132
DB00602	transporter	Q92887	1244	Humans	unknown	inhibitor	16384552
DB00602	transporter	Q9UNQ0	9429	Humans	unknown	substrate	20574995
DB00602	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	22541068
DB00602	transporter	Q9NPD5	28234	Humans	unknown	inhibitor	22541068
DB00602	transporter	P33527	4363	Humans	unknown	inhibitor	16384552
DB00602	target	O75311	8001	Humans	yes	agonist	17016423|15313134|19336526|10592235
DB00602	target	P28472	2562	Humans	unknown	agonist	17016423|12421359|10592235
DB00603	enzyme	P08684	1576	Humans	unknown	substrate|inducer	18725509|14561525
DB00603	enzyme	P11712	1559	Humans	unknown	inhibitor	16645869|12899669
DB00603	target	P08183	5243	Humans	unknown	inhibitor	11600316
DB00603	transporter	P08183	5243	Humans	unknown	inhibitor	15061868|7645952
DB00603	carrier	P02768	213	Humans	unknown	binder	6457935
DB00603	enzyme	P26439	3284	Humans	unknown	inhibitor	10372718
DB00603	enzyme	P10632	1558	Humans	unknown	inhibitor	15601807|26721703|16645869
DB00603	target	P03372	2099	Humans	yes	agonist	17094978|17103262|17118173|17203775|17415709
DB00603	target	P06401	5241	Humans	yes	agonist	16985038|17013809|17015480|17109827|17138644|11752352
DB00604	enzyme	P08684	1576	Humans	unknown	substrate	11717173|10926350|12621386
DB00604	enzyme	P10635	1565	Humans	unknown	inhibitor	10859153
DB00604	enzyme	P11712	1559	Humans	unknown	inhibitor	10780971
DB00604	enzyme	P20815	1577	Humans	unknown	substrate	10859153
DB00604	enzyme	P33261	1557	Humans	unknown	substrate|inhibitor	10780971|10859153|11510629
DB00604	enzyme	P10632	1558	Humans	unknown	substrate	10859153
DB00604	enzyme	P11509	1548	Humans	unknown	substrate	10780971|19702528
DB00604	target	Q12809	3757	Humans	unknown	inhibitor	10510456|12209010|15967876|17408310|9374794
DB00604	enzyme	P20813	1555	Humans	unknown	substrate	10859153
DB00604	enzyme	P24462	100861540	Humans	unknown	substrate	10859153
DB00604	enzyme	P24462	1551	Humans	unknown	substrate	10859153
DB00604	target	P28223	3356	Humans	yes	agonist	11131599|8423526|1969947
DB00604	target	P46098	3359	Humans	yes	agonist	10328995|1600046|8093733|9697104
DB00604	target	Q13639	3360	Humans	yes	agonist	10027842|10328995|10556228|11034583|11218067|11752352
DB00605	target	P23219	5742	Humans	unknown	inhibitor	10372826|10484067|10626810|12512695|12586211
DB00605	target	P35354	5743	Humans	yes	inhibitor	10372826|10485483|10657949|11078056|11118042
DB00605	carrier	P02768	213	Humans	unknown		12705172|671241|12608015
DB00605	transporter	Q4U2R8	9356	Humans	unknown	inhibitor	9880528
DB00605	target	Q03181	5467	Humans	unknown	negative modulator	10555149|14506281|16091736|16418176|17409426
DB00605	target	P15121	231	Humans	unknown	inhibitor	2632448|3920599|6409111|6413448|8529171|11752352
DB00605	enzyme	P04798	1543	Humans	unknown	inhibitor	16531450
DB00605	target	Q9Y5Y4	11251	Humans	unknown	antagonist	15563582
DB00605	target	P27361	5595	Humans	unknown	inhibitor	11245463|12566304|15548677|16138927|16546990
DB00605	target	O60218	57016	Humans	unknown	inhibitor	25532697
DB00606	transporter	Q4U2R8	9356	Humans	unknown	inhibitor	10991988
DB00606	target	P00915	759	Humans	unknown	inhibitor	9929558|8882618|8793745|9685234|8003661
DB00606	target	P00918	760	Humans	unknown	inhibitor	8615854|11752352
DB00606	target	P22748	762	Humans	unknown	inhibitor	17139284|17016423
DB00606	target	P54710	486	Humans	yes	inhibitor	17139284|17016423
DB00606	target	Q6FHJ7	6424	Humans	unknown	inhibitor	25019556
DB00607	enzyme	P08684	1576	Humans	unknown	inducer	18505790|17896903|12814453
DB00607	enzyme	P05177	1544	Humans	unknown	inducer	
DB00607	carrier	P02768	213	Humans	unknown		
DB00607	transporter	Q4U2R8	9356	Humans	unknown	inhibitor	10411577
DB00607	target	Q75Y35	7329159	Streptococcus pneumoniae	yes	inhibitor	7447421
DB00607	target	P0A3M6	933948	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	yes	inhibitor	7447421
DB00607	target	Q8DNB6	933569	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	yes	inhibitor	7447421
DB00607	target	Q7CRA4	934893	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	yes	inhibitor	7447421
DB00607	target	Q8DR59	934791	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	yes	inhibitor	7447421
DB00608	target	P01375	7124	Humans	unknown	inhibitor	16418198|16670522|16761500|16870179|17456179
DB00608	enzyme	P08684	1576	Humans	unknown	substrate	12967198|12920490|12756207|30873854
DB00608	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	12756207|9764961|10896408
DB00608	transporter	P08183	5243	Humans	unknown	substrate|inhibitor	16917012
DB00608	carrier	P02768	213	Humans	unknown	binder	3768249
DB00608	enzyme	P20815	1577	Humans	no	substrate	12967198|26316040|30873854
DB00608	target	P09210	2939	Humans	unknown	inhibitor	11752352|9385457
DB00608	target	P09488	2944	Humans	unknown	inhibitor	9385457
DB00608	enzyme	P04798	1543	Humans	unknown	substrate	12756207
DB00608	enzyme	P10632	1558	Humans	unknown	substrate	12967198|12920490|12756207|30873854
DB00608	target	Q9NR96	54106	Humans	unknown	inhibitor	14579285|15307186|15762869|16148144|16849519
DB00608	target	P09429	3146	Humans	unknown	inhibitor	23707973
DB00608	target	Q9BYF1	59272	Humans	unknown	modulator	16115318
DB00609	target	P9WGR1	886523	Mycobacterium tuberculosis	yes	adduct	17016423|14638486|8284673|12406221|15673755|11752352
DB00609	target	P9WIE5	23491921	Mycobacterium tuberculosis	unknown	other/unknown	17139284|17016423|14638486|17030912|16189082|10944230
DB00609	target	P9WIE5	885638	Mycobacterium tuberculosis	unknown	other/unknown	17139284|17016423|14638486|17030912|16189082|10944230
DB00610	target	P35348	148	Humans	yes	agonist	17139284|17016423|9663612
DB00611	target	P35372	4988	Humans	yes	partial antagonist	10381785|12127012|12470863|15942128|8968334|8746803|9399970|7705457|17909753
DB00611	target	P41145	4986	Humans	yes	agonist	10381785|10779697|12127012|12470863|15942128|8968334|8746803|7705457|2555580|17909753
DB00611	target	P41143	4985	Humans	yes	agonist	12127012|12470863|15942128|8968334|8746803|7705457|17909753|11752352
DB00612	enzyme	P08684	1576	Humans	unknown	substrate	9523980|25341854
DB00612	transporter	P08183	5243	Humans	unknown	substrate|inhibitor	16671962|18974611|30074534|24309303
DB00612	target	P08588	153	Humans	yes	antagonist	1280737|14757145|16325050|1676675|1691366|11752352
DB00612	target	P07550	154	Humans	no	antagonist	
DB00613	enzyme	P10635	1565	Humans	unknown	inhibitor	16783563|11124226
DB00613	enzyme	P11712	1559	Humans	unknown	inhibitor	16783563
DB00613	transporter	P08183	5243	Humans	unknown	inhibitor	27045516
DB00613	enzyme	Q16678	1545	Humans	unknown	substrate	11805197|19074972|24446424
DB00613	enzyme	P04798	1543	Humans	unknown	substrate	11805197|19074972|24446424
DB00613	enzyme	P10632	1558	Humans	unknown	substrate	11805197|15100167
DB00613	target	P50135	3176	Humans	unknown	inhibitor	17222819|6789797|1203620|11752352
DB00614	enzyme	P21397	4128	Humans	unknown	inhibitor	12623758|10543364|2032659
DB00614	enzyme	P27338	4129	Humans	unknown	inhibitor	12623758|10543364|2032659
DB00615	enzyme	P08684	1576	Humans	unknown	substrate|inducer	10490933|22644026|18713760
DB00615	enzyme	P11712	1559	Humans	no	inducer	11996015|16480505|11996607|29569712
DB00615	transporter	P08183	5243	Humans	unknown	inducer	23136913|29569712|22644026
DB00615	enzyme	P33261	1557	Humans	no	inducer	
DB00615	enzyme	P10632	1558	Humans	no	inducer	11996015
DB00615	enzyme	P20813	1555	Humans	no	inducer	11996015
DB00615	target	P0A7Z4	12934404	Escherichia coli (strain K12)	yes	inhibitor	17139284|17016423|7849340
DB00615	target	P0A7Z4	947794	Escherichia coli (strain K12)	yes	inhibitor	17139284|17016423|7849340
DB00615	target	P0A8V2	12934478	Escherichia coli (strain K12)	yes	inhibitor	7849340
DB00615	target	P0A8V2	948488	Escherichia coli (strain K12)	yes	inhibitor	7849340
DB00615	target	P0A8T7	12933965	Escherichia coli (strain K12)	yes	inhibitor	7849340
DB00615	target	P0A8T7	948487	Escherichia coli (strain K12)	yes	inhibitor	7849340
DB00615	target	P07900	3320	Humans	no	other/unknown	10701840|10759403|10919672|11306472|11358819
DB00615	target	P14625	7184	Humans	no	other/unknown	14660597|8617772|9428803
DB00616	target	P12821	1636	Humans	unknown	inhibitor	11300648|16642666
DB00616	target	P08473	4311	Humans	yes	inhibitor	1315825|1386491|16025254|16449355|7511759|11752352
DB00617	enzyme	P08684	1576	Humans	unknown	substrate	14651673|9879636
DB00617	enzyme	P11712	1559	Humans	unknown	substrate	14651673
DB00617	enzyme	P05181	1571	Humans	unknown	substrate	9879636|10886461
DB00617	enzyme	P10632	1558	Humans	unknown	substrate	9879636
DB00617	target	Q9P0X4	8911	Humans	yes	suppressor	17139284|17016423
DB00618	target	P0A7X3	12933452	Escherichia coli (strain K12)	yes	inhibitor	17139284|17016423
DB00618	target	P0A7X3	949000	Escherichia coli (strain K12)	yes	inhibitor	17139284|17016423
DB00618	target	P0A7V8	12934394	Escherichia coli (strain K12)	yes	inhibitor	17139284|17016423
DB00618	target	P0A7V8	947793	Escherichia coli (strain K12)	yes	inhibitor	17139284|17016423
DB00619	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	9616191|22014153|16122278
DB00619	enzyme	P05177	1544	Humans	unknown	substrate	19754423|19088049|24369535
DB00619	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	19515014
DB00619	enzyme	P11712	1559	Humans	unknown	substrate|inhibitor	27749579
DB00619	transporter	P08183	5243	Humans	unknown	substrate|inhibitor	19710702|20423956|12975485|15315971|19785662|18669873|15805252|15918555|15970668|16157201|16890580
DB00619	enzyme	P23219	5742	Humans	unknown	substrate	19515014
DB00619	carrier	P02768	213	Humans	unknown	substrate	
DB00619	enzyme	P20815	1577	Humans	unknown	substrate|inhibitor	19515014|16122278|29741432
DB00619	enzyme	P33261	1557	Humans	unknown	substrate	
DB00619	transporter	O95342	8647	Humans	no	substrate	24014644
DB00619	transporter	Q9UNQ0	9429	Humans	unknown	substrate|inhibitor	15059881|19708828|19710702|20423956|15251980|19785662|15805252|15918555|15970668|16303243|16543472
DB00619	target	P09619	5159	Humans	unknown	antagonist	15753388|15794712|15803362|15887238|15893416
DB00619	target	P16234	5156	Humans	unknown	antagonist	15894928|15921304|15928335|15946589|15995325
DB00619	transporter	O15244	6582	Humans	unknown	inhibitor	19540211|10592235
DB00619	transporter	O15245	6580	Humans	unknown	substrate	20147974|18788725|26122430
DB00619	enzyme	P10632	1558	Humans	unknown	substrate	26721703
DB00619	target	P00519	25	Humans	unknown	inhibitor	15799618|15917650|15949566|16153117|16205964
DB00619	enzyme	P24462	100861540	Humans	unknown	substrate|inhibitor	
DB00619	enzyme	P24462	1551	Humans	unknown	substrate|inhibitor	
DB00619	carrier	P02763	5004	Humans	unknown	substrate	
DB00619	target	P04629	4914	Humans	unknown	antagonist	15832750|16052979|16782438|17579194|17582306
DB00619	target	P10721	3815	Humans	yes	antagonist|multitarget	16865565|16087693|17458563|17369583|17559139
DB00619	target	P11274	613	Humans	yes	inhibitor	15206509|20072827|12600228|23226582
DB00619	target	P07333	1436	Humans	unknown	antagonist	15917650|16170366|16449525|16816921|17049513
DB00619	target	Q08345	780	Humans	unknown	antagonist	15972446|15994946|16168515|16298518|16401709
DB00619	transporter	Q99758	21	Humans	unknown	substrate	19880777
DB00620	enzyme	P08684	1576	Humans	unknown	substrate|inducer	19505306|20456080
DB00620	enzyme	P35354	5743	Humans	unknown	inhibitor	19951121
DB00620	carrier	P02768	213	Humans	unknown	binder	13700365
DB00620	enzyme	P06276	590	Humans	unknown	inducer	3341034
DB00620	enzyme	P20815	1577	Humans	unknown	substrate|inducer	20482443|23143891
DB00620	target	P04150	2908	Humans	yes	agonist	19744340|16507850|15976447
DB00620	carrier	P08185	866	Humans	unknown	binder	17139284|17016423|3996417|7222146|7001446|11752352
DB00620	enzyme	P24462	100861540	Humans	unknown	substrate|inducer	23143891
DB00620	enzyme	P24462	1551	Humans	unknown	substrate|inducer	23143891
DB00621	enzyme	P11712	1559	Humans	unknown	inhibitor	27754879
DB00621	target	P10275	367	Humans	yes	agonist	11392377|15219414|17364004|20230007|11752352
DB00622	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	15863898
DB00622	enzyme	P10635	1565	Humans	unknown	inhibitor	15863898|10805063
DB00622	enzyme	P11712	1559	Humans	no	inhibitor	10805063
DB00622	transporter	P08183	5243	Humans	unknown	substrate|inhibitor	11145223|11303953|11716514|12128170|12699389|11082465|11602674
DB00622	enzyme	P05181	1571	Humans	unknown	substrate	10805063
DB00622	enzyme	P20815	1577	Humans	unknown	inhibitor	15377640|28558634
DB00622	enzyme	P33261	1557	Humans	unknown	inhibitor	10805063|15863898
DB00622	transporter	O95342	8647	Humans	no	substrate	24014644
DB00622	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	21861202
DB00622	enzyme	P10632	1558	Humans	unknown	substrate|inhibitor	15863898|24748562
DB00622	enzyme	P20813	1555	Humans	unknown	inducer	11560876
DB00622	target	P20309	1131	Humans	unknown	antagonist	2981533
DB00622	target	P11229	1128	Humans	unknown	antagonist	2981533
DB00622	target	P08172	1129	Humans	unknown	antagonist	2981533
DB00622	target	P35348	148	Humans	unknown	antagonist	2981533
DB00622	target	P35368	147	Humans	unknown	antagonist	2981533
DB00622	target	P25100	146	Humans	unknown	antagonist	2981533
DB00622	target	P54289	781	Humans	yes	inhibitor	11752352
DB00622	target	P08173	1132	Humans	unknown	antagonist	2981533
DB00622	target	P08912	1133	Humans	unknown	antagonist	2981533
DB00622	target	Q13936	775	Humans	yes	inhibitor	11752352
DB00622	target	Q08289	783	Humans	yes	inhibitor	11752352
DB00622	target	Q01668	776	Humans	yes	inhibitor	11160515
DB00622	target	P54750	5136	Humans	unknown	inhibitor	9231746
DB00622	target	Q01064	5153	Humans	unknown	inhibitor	9231746
DB00623	enzyme	P10635	1565	Humans	unknown	inhibitor	10460810
DB00623	transporter	P08183	5243	Humans	unknown	inhibitor	11716514
DB00623	enzyme	P05181	1571	Humans	unknown	inhibitor	11996015
DB00623	target	P14416	1813	Humans	yes	antagonist	11873706|7508675|7828655|11752352
DB00623	target	P28335	3358	Humans	unknown		17606915
