drugbank_id	mesh_id	source	target	edges
DB00531	D001943	Compound::DB00531	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB00531	D009404	Compound::DB00531	Disease::MESH:D009404	DRUGBANK::treats::Compound:Disease
DB00532	D004828	Compound::DB00532	Disease::MESH:D004828	DRUGBANK::treats::Compound:Disease
DB00533	D010003	Compound::DB00533	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00533	D001172	Compound::DB00533	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00533	D059787	Compound::DB00533	Disease::MESH:D059787	DRUGBANK::treats::Compound:Disease
DB00533	D016584	Compound::DB00533	Disease::MESH:D016584	DRUGBANK::treats::Compound:Disease
DB00535	D010033	Compound::DB00535	Disease::MESH:D010033	DRUGBANK::treats::Compound:Disease
DB00535	D011014	Compound::DB00535	Disease::MESH:D011014	DRUGBANK::treats::Compound:Disease
DB00535	D010612	Compound::DB00535	Disease::MESH:D010612	DRUGBANK::treats::Compound:Disease
DB00535	D014069	Compound::DB00535	Disease::MESH:D014069	DRUGBANK::treats::Compound:Disease
DB00535	D013207	Compound::DB00535	Disease::MESH:D013207	DRUGBANK::treats::Compound:Disease
DB00535	D015523	Compound::DB00535	Disease::MESH:D015523	DRUGBANK::treats::Compound:Disease
DB00536	D018908	Compound::DB00536	Disease::MESH:D018908	DRUGBANK::treats::Compound:Disease
DB00536	D015624	Compound::DB00536	Disease::MESH:D015624	DRUGBANK::treats::Compound:Disease
DB00536	D009157	Compound::DB00536	Disease::MESH:D009157	DRUGBANK::treats::Compound:Disease
DB00537	D013207	Compound::DB00537	Disease::MESH:D013207	DRUGBANK::treats::Compound:Disease
DB00537	D059413	Compound::DB00537	Disease::MESH:D059413	DRUGBANK::treats::Compound:Disease
DB00537	D011014	Compound::DB00537	Disease::MESH:D011014	DRUGBANK::treats::Compound:Disease
DB00537	D064147	Compound::DB00537	Disease::MESH:D064147	DRUGBANK::treats::Compound:Disease
DB00537	C571912	Compound::DB00537	Disease::MESH:C571912	DRUGBANK::treats::Compound:Disease
DB00537	D010930	Compound::DB00537	Disease::MESH:D010930	DRUGBANK::treats::Compound:Disease
DB00537	D014552	Compound::DB00537	Disease::MESH:D014552	DRUGBANK::treats::Compound:Disease
DB00537	D011704	Compound::DB00537	Disease::MESH:D011704	DRUGBANK::treats::Compound:Disease
DB00537	D003231	Compound::DB00537	Disease::MESH:D003231	DRUGBANK::treats::Compound:Disease
DB00537	D003234	Compound::DB00537	Disease::MESH:D003234	DRUGBANK::treats::Compound:Disease
DB00539	D001943	Compound::DB00539	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB00539	D011471	Compound::DB00539	Disease::MESH:D011471	DRUGBANK::treats::Compound:Disease
DB00539	D019048	Compound::DB00539	Disease::MESH:D019048	DRUGBANK::treats::Compound:Disease
DB00540	D003865	Compound::DB00540	Disease::MESH:D003865	DRUGBANK::treats::Compound:Disease
DB00540	D059350	Compound::DB00540	Disease::MESH:D059350	DRUGBANK::treats::Compound:Disease
DB00540	D009437	Compound::DB00540	Disease::MESH:D009437	DRUGBANK::treats::Compound:Disease
DB00540	D043183	Compound::DB00540	Disease::MESH:D043183	DRUGBANK::treats::Compound:Disease
DB00541	D054198	Compound::DB00541	Disease::MESH:D054198	DRUGBANK::treats::Compound:Disease
DB00541	D006689	Compound::DB00541	Disease::MESH:D006689	DRUGBANK::treats::Compound:Disease
DB00541	D008228	Compound::DB00541	Disease::MESH:D008228	DRUGBANK::treats::Compound:Disease
DB00541	D009396	Compound::DB00541	Disease::MESH:D009396	DRUGBANK::treats::Compound:Disease
DB00541	D009447	Compound::DB00541	Disease::MESH:D009447	DRUGBANK::treats::Compound:Disease
DB00541	D012208	Compound::DB00541	Disease::MESH:D012208	DRUGBANK::treats::Compound:Disease
DB00542	D006973	Compound::DB00542	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00543	D000275	Compound::DB00543	Disease::MESH:D000275	DRUGBANK::treats::Compound:Disease
DB00543	D011595	Compound::DB00543	Disease::MESH:D011595	DRUGBANK::treats::Compound:Disease
DB00544	D002277	Compound::DB00544	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB00544	D013272	Compound::DB00544	Disease::MESH:D013272	DRUGBANK::treats::Compound:Disease
DB00545	D009157	Compound::DB00545	Disease::MESH:D009157	DRUGBANK::treats::Compound:Disease
DB00546	D013226	Compound::DB00546	Disease::MESH:D013226	DRUGBANK::treats::Compound:Disease
DB00547	D012871	Compound::DB00547	Disease::MESH:D012871	DRUGBANK::treats::Compound:Disease
DB00548	D000152	Compound::DB00548	Disease::MESH:D000152	DRUGBANK::treats::Compound:Disease
DB00549	D001249	Compound::DB00549	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB00550	D006980	Compound::DB00550	Disease::MESH:D006980	DRUGBANK::treats::Compound:Disease
DB00550	D006111	Compound::DB00550	Disease::MESH:D006111	DRUGBANK::treats::Compound:Disease
DB00552	D007943	Compound::DB00552	Disease::MESH:D007943	DRUGBANK::treats::Compound:Disease
DB00553	D011565	Compound::DB00553	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB00553	D014820	Compound::DB00553	Disease::MESH:D014820	DRUGBANK::treats::Compound:Disease
DB00554	D010003	Compound::DB00554	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00554	D001172	Compound::DB00554	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00555	D012640	Compound::DB00555	Disease::MESH:D012640	DRUGBANK::treats::Compound:Disease
DB00555	C535500	Compound::DB00555	Disease::MESH:C535500	DRUGBANK::treats::Compound:Disease
DB00555	D001714	Compound::DB00555	Disease::MESH:D001714	DRUGBANK::treats::Compound:Disease
DB00555	D019964	Compound::DB00555	Disease::MESH:D019964	DRUGBANK::treats::Compound:Disease
DB00557	D009497	Compound::DB00557	Disease::MESH:D009497	DRUGBANK::treats::Compound:Disease
DB00557	D011537	Compound::DB00557	Disease::MESH:D011537	DRUGBANK::treats::Compound:Disease
DB00557	D006967	Compound::DB00557	Disease::MESH:D006967	DRUGBANK::treats::Compound:Disease
DB00557	D000080223	Compound::DB00557	Disease::MESH:D000080223	DRUGBANK::treats::Compound:Disease
DB00557	D009325	Compound::DB00557	Disease::MESH:D009325	DRUGBANK::treats::Compound:Disease
DB00559	C536282	Compound::DB00559	Disease::MESH:C536282	DRUGBANK::treats::Compound:Disease
DB00559	D000081029	Compound::DB00559	Disease::MESH:D000081029	DRUGBANK::treats::Compound:Disease
DB00559	D010661	Compound::DB00559	Disease::MESH:D010661	DRUGBANK::treats::Compound:Disease
DB00560	D059413	Compound::DB00560	Disease::MESH:D059413	DRUGBANK::treats::Compound:Disease
DB00561	D029424	Compound::DB00561	Disease::MESH:D029424	DRUGBANK::treats::Compound:Disease
DB00562	D004487	Compound::DB00562	Disease::MESH:D004487	DRUGBANK::treats::Compound:Disease
DB00563	D054198	Compound::DB00563	Disease::MESH:D054198	DRUGBANK::treats::Compound:Disease
DB00563	D001172	Compound::DB00563	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00563	D011565	Compound::DB00563	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB00563	D002820	Compound::DB00563	Disease::MESH:D002820	DRUGBANK::treats::Compound:Disease
DB00563	D009506	Compound::DB00563	Disease::MESH:D009506	DRUGBANK::treats::Compound:Disease
DB00563	D001943	Compound::DB00563	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB00563	D006258	Compound::DB00563	Disease::MESH:D006258	DRUGBANK::treats::Compound:Disease
DB00563	D009182	Compound::DB00563	Disease::MESH:D009182	DRUGBANK::treats::Compound:Disease
DB00563	D008175	Compound::DB00563	Disease::MESH:D008175	DRUGBANK::treats::Compound:Disease
DB00563	D008228	Compound::DB00563	Disease::MESH:D008228	DRUGBANK::treats::Compound:Disease
DB00564	D004827	Compound::DB00564	Disease::MESH:D004827	DRUGBANK::treats::Compound:Disease
DB00564	D010146	Compound::DB00564	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB00564	D014277	Compound::DB00564	Disease::MESH:D014277	DRUGBANK::treats::Compound:Disease
DB00564	D012640	Compound::DB00564	Disease::MESH:D012640	DRUGBANK::treats::Compound:Disease
DB00564	D001714	Compound::DB00564	Disease::MESH:D001714	DRUGBANK::treats::Compound:Disease
DB00564	D012148	Compound::DB00564	Disease::MESH:D012148	DRUGBANK::treats::Compound:Disease
DB00566	D007855	Compound::DB00566	Disease::MESH:D007855	DRUGBANK::treats::Compound:Disease
DB00566	D008630	Compound::DB00566	Disease::MESH:D008630	DRUGBANK::treats::Compound:Disease
DB00567	D012141	Compound::DB00567	Disease::MESH:D012141	DRUGBANK::treats::Compound:Disease
DB00567	D010033	Compound::DB00567	Disease::MESH:D010033	DRUGBANK::treats::Compound:Disease
DB00567	D013207	Compound::DB00567	Disease::MESH:D013207	DRUGBANK::treats::Compound:Disease
DB00567	D010019	Compound::DB00567	Disease::MESH:D010019	DRUGBANK::treats::Compound:Disease
DB00568	D014717	Compound::DB00568	Disease::MESH:D014717	DRUGBANK::treats::Compound:Disease
DB00568	D008575	Compound::DB00568	Disease::MESH:D008575	DRUGBANK::treats::Compound:Disease
DB00568	D009325	Compound::DB00568	Disease::MESH:D009325	DRUGBANK::treats::Compound:Disease
DB00568	D009041	Compound::DB00568	Disease::MESH:D009041	DRUGBANK::treats::Compound:Disease
DB00568	D015837	Compound::DB00568	Disease::MESH:D015837	DRUGBANK::treats::Compound:Disease
DB00569	D006620	Compound::DB00569	Disease::MESH:D006620	DRUGBANK::treats::Compound:Disease
DB00569	D054556	Compound::DB00569	Disease::MESH:D054556	DRUGBANK::treats::Compound:Disease
DB00569	D011655	Compound::DB00569	Disease::MESH:D011655	DRUGBANK::treats::Compound:Disease
DB00569	D009203	Compound::DB00569	Disease::MESH:D009203	DRUGBANK::treats::Compound:Disease
DB00569	D056824	Compound::DB00569	Disease::MESH:D056824	DRUGBANK::treats::Compound:Disease
DB00570	D001943	Compound::DB00570	Disease::MESH:D001943	DRUGBANK::treats::Compound:Disease
DB00570	D013736	Compound::DB00570	Disease::MESH:D013736	DRUGBANK::treats::Compound:Disease
DB00570	D008223	Compound::DB00570	Disease::MESH:D008223	DRUGBANK::treats::Compound:Disease
DB00570	D009447	Compound::DB00570	Disease::MESH:D009447	DRUGBANK::treats::Compound:Disease
DB00570	D006689	Compound::DB00570	Disease::MESH:D006689	DRUGBANK::treats::Compound:Disease
DB00570	D009182	Compound::DB00570	Disease::MESH:D009182	DRUGBANK::treats::Compound:Disease
DB00570	D015614	Compound::DB00570	Disease::MESH:D015614	DRUGBANK::treats::Compound:Disease
DB00570	D012514	Compound::DB00570	Disease::MESH:D012514	DRUGBANK::treats::Compound:Disease
DB00571	D006973	Compound::DB00571	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00571	D000787	Compound::DB00571	Disease::MESH:D000787	DRUGBANK::treats::Compound:Disease
DB00571	D003324	Compound::DB00571	Disease::MESH:D003324	DRUGBANK::treats::Compound:Disease
DB00571	D001281	Compound::DB00571	Disease::MESH:D001281	DRUGBANK::treats::Compound:Disease
DB00571	D009203	Compound::DB00571	Disease::MESH:D009203	DRUGBANK::treats::Compound:Disease
DB00571	D008881	Compound::DB00571	Disease::MESH:D008881	DRUGBANK::treats::Compound:Disease
DB00571	D020329	Compound::DB00571	Disease::MESH:D020329	DRUGBANK::treats::Compound:Disease
DB00571	D002312	Compound::DB00571	Disease::MESH:D002312	DRUGBANK::treats::Compound:Disease
DB00571	D010673	Compound::DB00571	Disease::MESH:D010673	DRUGBANK::treats::Compound:Disease
DB00571	D006392	Compound::DB00571	Disease::MESH:D006392	DRUGBANK::treats::Compound:Disease
DB00573	D001172	Compound::DB00573	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00573	D010003	Compound::DB00573	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00574	D004831	Compound::DB00574	Disease::MESH:D004831	DRUGBANK::treats::Compound:Disease
DB00575	D006973	Compound::DB00575	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00575	D010146	Compound::DB00575	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB00575	D000072716	Compound::DB00575	Disease::MESH:D000072716	DRUGBANK::treats::Compound:Disease
DB00575	D001289	Compound::DB00575	Disease::MESH:D001289	DRUGBANK::treats::Compound:Disease
DB00575	D010673	Compound::DB00575	Disease::MESH:D010673	DRUGBANK::treats::Compound:Disease
DB00576	D014552	Compound::DB00576	Disease::MESH:D014552	DRUGBANK::treats::Compound:Disease
DB00577	D006558	Compound::DB00577	Disease::MESH:D006558	DRUGBANK::treats::Compound:Disease
DB00577	D006562	Compound::DB00577	Disease::MESH:D006562	DRUGBANK::treats::Compound:Disease
DB00577	D002644	Compound::DB00577	Disease::MESH:D002644	DRUGBANK::treats::Compound:Disease
DB00578	D001437	Compound::DB00578	Disease::MESH:D001437	DRUGBANK::treats::Compound:Disease
DB00579	D009765	Compound::DB00579	Disease::MESH:D009765	DRUGBANK::treats::Compound:Disease
DB00579	D006973	Compound::DB00579	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00579	D006949	Compound::DB00579	Disease::MESH:D006949	DRUGBANK::treats::Compound:Disease
DB00580	D010003	Compound::DB00580	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00580	D004412	Compound::DB00580	Disease::MESH:D004412	DRUGBANK::treats::Compound:Disease
DB00581	D006501	Compound::DB00581	Disease::MESH:D006501	DRUGBANK::treats::Compound:Disease
DB00581	D006521	Compound::DB00581	Disease::MESH:D006521	DRUGBANK::treats::Compound:Disease
DB00581	D002769	Compound::DB00581	Disease::MESH:D002769	DRUGBANK::treats::Compound:Disease
DB00581	D042882	Compound::DB00581	Disease::MESH:D042882	DRUGBANK::treats::Compound:Disease
DB00582	D055744	Compound::DB00582	Disease::MESH:D055744	DRUGBANK::treats::Compound:Disease
DB00582	D009181	Compound::DB00582	Disease::MESH:D009181	DRUGBANK::treats::Compound:Disease
DB00583	C536778	Compound::DB00583	Disease::MESH:C536778	DRUGBANK::treats::Compound:Disease
DB00583	D008661	Compound::DB00583	Disease::MESH:D008661	DRUGBANK::treats::Compound:Disease
DB00583	D054069	Compound::DB00583	Disease::MESH:D054069	DRUGBANK::treats::Compound:Disease
DB00583	C537358	Compound::DB00583	Disease::MESH:C537358	DRUGBANK::treats::Compound:Disease
DB00583	D056693	Compound::DB00583	Disease::MESH:D056693	DRUGBANK::treats::Compound:Disease
DB00583	C536038	Compound::DB00583	Disease::MESH:C536038	DRUGBANK::treats::Compound:Disease
DB00583	D006951	Compound::DB00583	Disease::MESH:D006951	DRUGBANK::treats::Compound:Disease
DB00583	D007676	Compound::DB00583	Disease::MESH:D007676	DRUGBANK::treats::Compound:Disease
DB00584	D006978	Compound::DB00584	Disease::MESH:D006978	DRUGBANK::treats::Compound:Disease
DB00584	D006333	Compound::DB00584	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB00584	D018487	Compound::DB00584	Disease::MESH:D018487	DRUGBANK::treats::Compound:Disease
DB00585	D005764	Compound::DB00585	Disease::MESH:D005764	DRUGBANK::treats::Compound:Disease
DB00585	D010437	Compound::DB00585	Disease::MESH:D010437	DRUGBANK::treats::Compound:Disease
DB00585	D013276	Compound::DB00585	Disease::MESH:D013276	DRUGBANK::treats::Compound:Disease
DB00585	D004381	Compound::DB00585	Disease::MESH:D004381	DRUGBANK::treats::Compound:Disease
DB00586	D010146	Compound::DB00586	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB00586	D007249	Compound::DB00586	Disease::MESH:D007249	DRUGBANK::treats::Compound:Disease
DB00586	D010003	Compound::DB00586	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00586	D001172	Compound::DB00586	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00586	D013166	Compound::DB00586	Disease::MESH:D013166	DRUGBANK::treats::Compound:Disease
DB00586	D014456	Compound::DB00586	Disease::MESH:D014456	DRUGBANK::treats::Compound:Disease
DB00587	D001249	Compound::DB00587	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB00588	D001249	Compound::DB00588	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB00588	D012871	Compound::DB00588	Disease::MESH:D012871	DRUGBANK::treats::Compound:Disease
DB00589	D010300	Compound::DB00589	Disease::MESH:D010300	DRUGBANK::treats::Compound:Disease
DB00590	D011470	Compound::DB00590	Disease::MESH:D011470	DRUGBANK::treats::Compound:Disease
DB00590	D053158	Compound::DB00590	Disease::MESH:D053158	DRUGBANK::treats::Compound:Disease
DB00590	D006973	Compound::DB00590	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00590	D014514	Compound::DB00590	Disease::MESH:D014514	DRUGBANK::treats::Compound:Disease
DB00591	D012871	Compound::DB00591	Disease::MESH:D012871	DRUGBANK::treats::Compound:Disease
DB00591	D003872	Compound::DB00591	Disease::MESH:D003872	DRUGBANK::treats::Compound:Disease
DB00591	D011565	Compound::DB00591	Disease::MESH:D011565	DRUGBANK::treats::Compound:Disease
DB00591	D003876	Compound::DB00591	Disease::MESH:D003876	DRUGBANK::treats::Compound:Disease
DB00591	D012628	Compound::DB00591	Disease::MESH:D012628	DRUGBANK::treats::Compound:Disease
DB00591	D010032	Compound::DB00591	Disease::MESH:D010032	DRUGBANK::treats::Compound:Disease
DB00591	D006484	Compound::DB00591	Disease::MESH:D006484	DRUGBANK::treats::Compound:Disease
DB00592	D001196	Compound::DB00592	Disease::MESH:D001196	DRUGBANK::treats::Compound:Disease
DB00592	D017229	Compound::DB00592	Disease::MESH:D017229	DRUGBANK::treats::Compound:Disease
DB00592	D010123	Compound::DB00592	Disease::MESH:D010123	DRUGBANK::treats::Compound:Disease
DB00592	D007415	Compound::DB00592	Disease::MESH:D007415	DRUGBANK::treats::Compound:Disease
DB00593	D004832	Compound::DB00593	Disease::MESH:D004832	DRUGBANK::treats::Compound:Disease
DB00594	D006333	Compound::DB00594	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB00594	D006973	Compound::DB00594	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00595	D012141	Compound::DB00595	Disease::MESH:D012141	DRUGBANK::treats::Compound:Disease
DB00596	D012871	Compound::DB00596	Disease::MESH:D012871	DRUGBANK::treats::Compound:Disease
DB00598	D006973	Compound::DB00598	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00599	D001523	Compound::DB00599	Disease::MESH:D001523	DRUGBANK::treats::Compound:Disease
DB00600	D013591	Compound::DB00600	Disease::MESH:D013591	DRUGBANK::treats::Compound:Disease
DB00600	D014820	Compound::DB00600	Disease::MESH:D014820	DRUGBANK::treats::Compound:Disease
DB00601	D001424	Compound::DB00601	Disease::MESH:D001424	DRUGBANK::treats::Compound:Disease
DB00602	D013322	Compound::DB00602	Disease::MESH:D013322	DRUGBANK::treats::Compound:Disease
DB00602	D009855	Compound::DB00602	Disease::MESH:D009855	DRUGBANK::treats::Compound:Disease
DB00602	D015827	Compound::DB00602	Disease::MESH:D015827	DRUGBANK::treats::Compound:Disease
DB00602	D012532	Compound::DB00602	Disease::MESH:D012532	DRUGBANK::treats::Compound:Disease
DB00603	D000568	Compound::DB00603	Disease::MESH:D000568	DRUGBANK::treats::Compound:Disease
DB00603	D004714	Compound::DB00603	Disease::MESH:D004714	DRUGBANK::treats::Compound:Disease
DB00603	D014592	Compound::DB00603	Disease::MESH:D014592	DRUGBANK::treats::Compound:Disease
DB00603	D015663	Compound::DB00603	Disease::MESH:D015663	DRUGBANK::treats::Compound:Disease
DB00603	D003027	Compound::DB00603	Disease::MESH:D003027	DRUGBANK::treats::Compound:Disease
DB00603	D004715	Compound::DB00603	Disease::MESH:D004715	DRUGBANK::treats::Compound:Disease
DB00603	D018269	Compound::DB00603	Disease::MESH:D018269	DRUGBANK::treats::Compound:Disease
DB00604	D006356	Compound::DB00604	Disease::MESH:D006356	DRUGBANK::treats::Compound:Disease
DB00604	D005764	Compound::DB00604	Disease::MESH:D005764	DRUGBANK::treats::Compound:Disease
DB00605	D010003	Compound::DB00605	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00605	D001172	Compound::DB00605	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00605	D013167	Compound::DB00605	Disease::MESH:D013167	DRUGBANK::treats::Compound:Disease
DB00605	D020069	Compound::DB00605	Disease::MESH:D020069	DRUGBANK::treats::Compound:Disease
DB00606	D004487	Compound::DB00606	Disease::MESH:D004487	DRUGBANK::treats::Compound:Disease
DB00606	D006333	Compound::DB00606	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB00606	D005355	Compound::DB00606	Disease::MESH:D005355	DRUGBANK::treats::Compound:Disease
DB00606	D006973	Compound::DB00606	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00608	D004749	Compound::DB00608	Disease::MESH:D004749	DRUGBANK::treats::Compound:Disease
DB00608	D012216	Compound::DB00608	Disease::MESH:D012216	DRUGBANK::treats::Compound:Disease
DB00609	D014397	Compound::DB00609	Disease::MESH:D014397	DRUGBANK::treats::Compound:Disease
DB00610	D007022	Compound::DB00610	Disease::MESH:D007022	DRUGBANK::treats::Compound:Disease
DB00610	D006470	Compound::DB00610	Disease::MESH:D006470	DRUGBANK::treats::Compound:Disease
DB00611	D010146	Compound::DB00611	Disease::MESH:D010146	DRUGBANK::treats::Compound:Disease
DB00612	D006973	Compound::DB00612	Disease::MESH:D006973	DRUGBANK::treats::Compound:Disease
DB00612	D006333	Compound::DB00612	Disease::MESH:D006333	DRUGBANK::treats::Compound:Disease
DB00612	D001281	Compound::DB00612	Disease::MESH:D001281	DRUGBANK::treats::Compound:Disease
DB00612	D000787	Compound::DB00612	Disease::MESH:D000787	DRUGBANK::treats::Compound:Disease
DB00613	D000208	Compound::DB00613	Disease::MESH:D000208	DRUGBANK::treats::Compound:Disease
DB00613	D016584	Compound::DB00613	Disease::MESH:D016584	DRUGBANK::treats::Compound:Disease
DB00614	D003424	Compound::DB00614	Disease::MESH:D003424	DRUGBANK::treats::Compound:Disease
DB00614	D004751	Compound::DB00614	Disease::MESH:D004751	DRUGBANK::treats::Compound:Disease
DB00615	D015658	Compound::DB00615	Disease::MESH:D015658	DRUGBANK::treats::Compound:Disease
DB00617	D004832	Compound::DB00617	Disease::MESH:D004832	DRUGBANK::treats::Compound:Disease
DB00618	D008193	Compound::DB00618	Disease::MESH:D008193	DRUGBANK::treats::Compound:Disease
DB00618	D000152	Compound::DB00618	Disease::MESH:D000152	DRUGBANK::treats::Compound:Disease
DB00618	D001991	Compound::DB00618	Disease::MESH:D001991	DRUGBANK::treats::Compound:Disease
DB00618	D014552	Compound::DB00618	Disease::MESH:D014552	DRUGBANK::treats::Compound:Disease
DB00618	D005882	Compound::DB00618	Disease::MESH:D005882	DRUGBANK::treats::Compound:Disease
DB00618	D008288	Compound::DB00618	Disease::MESH:D008288	DRUGBANK::treats::Compound:Disease
DB00618	D001424	Compound::DB00618	Disease::MESH:D001424	DRUGBANK::treats::Compound:Disease
DB00618	D006069	Compound::DB00618	Disease::MESH:D006069	DRUGBANK::treats::Compound:Disease
DB00618	D007010	Compound::DB00618	Disease::MESH:D007010	DRUGBANK::treats::Compound:Disease
DB00619	D015464	Compound::DB00619	Disease::MESH:D015464	DRUGBANK::treats::Compound:Disease
DB00619	D054198	Compound::DB00619	Disease::MESH:D054198	DRUGBANK::treats::Compound:Disease
DB00619	D034721	Compound::DB00619	Disease::MESH:D034721	DRUGBANK::treats::Compound:Disease
DB00619	D017681	Compound::DB00619	Disease::MESH:D017681	DRUGBANK::treats::Compound:Disease
DB00619	C537667	Compound::DB00619	Disease::MESH:C537667	DRUGBANK::treats::Compound:Disease
DB00619	D046152	Compound::DB00619	Disease::MESH:D046152	DRUGBANK::treats::Compound:Disease
DB00620	D000506	Compound::DB00620	Disease::MESH:D000506	DRUGBANK::treats::Compound:Disease
DB00620	D008179	Compound::DB00620	Disease::MESH:D008179	DRUGBANK::treats::Compound:Disease
DB00620	D007627	Compound::DB00620	Disease::MESH:D007627	DRUGBANK::treats::Compound:Disease
DB00620	D009335	Compound::DB00620	Disease::MESH:D009335	DRUGBANK::treats::Compound:Disease
DB00620	D016460	Compound::DB00620	Disease::MESH:D016460	DRUGBANK::treats::Compound:Disease
DB00620	D008010	Compound::DB00620	Disease::MESH:D008010	DRUGBANK::treats::Compound:Disease
DB00620	D009450	Compound::DB00620	Disease::MESH:D009450	DRUGBANK::treats::Compound:Disease
DB00620	D012871	Compound::DB00620	Disease::MESH:D012871	DRUGBANK::treats::Compound:Disease
DB00620	D015210	Compound::DB00620	Disease::MESH:D015210	DRUGBANK::treats::Compound:Disease
DB00620	D013716	Compound::DB00620	Disease::MESH:D013716	DRUGBANK::treats::Compound:Disease
DB00620	D001172	Compound::DB00620	Disease::MESH:D001172	DRUGBANK::treats::Compound:Disease
DB00620	D013585	Compound::DB00620	Disease::MESH:D013585	DRUGBANK::treats::Compound:Disease
DB00620	D010003	Compound::DB00620	Disease::MESH:D010003	DRUGBANK::treats::Compound:Disease
DB00620	D006967	Compound::DB00620	Disease::MESH:D006967	DRUGBANK::treats::Compound:Disease
DB00620	D001249	Compound::DB00620	Disease::MESH:D001249	DRUGBANK::treats::Compound:Disease
DB00620	D003876	Compound::DB00620	Disease::MESH:D003876	DRUGBANK::treats::Compound:Disease
DB00620	D003877	Compound::DB00620	Disease::MESH:D003877	DRUGBANK::treats::Compound:Disease
DB00620	D004342	Compound::DB00620	Disease::MESH:D004342	DRUGBANK::treats::Compound:Disease
DB00620	D012221	Compound::DB00620	Disease::MESH:D012221	DRUGBANK::treats::Compound:Disease
DB00620	D012713	Compound::DB00620	Disease::MESH:D012713	DRUGBANK::treats::Compound:Disease
DB00620	D003874	Compound::DB00620	Disease::MESH:D003874	DRUGBANK::treats::Compound:Disease
DB00620	D009182	Compound::DB00620	Disease::MESH:D009182	DRUGBANK::treats::Compound:Disease
DB00620	D010392	Compound::DB00620	Disease::MESH:D010392	DRUGBANK::treats::Compound:Disease
DB00620	D013262	Compound::DB00620	Disease::MESH:D013262	DRUGBANK::treats::Compound:Disease
DB00620	D000312	Compound::DB00620	Disease::MESH:D000312	DRUGBANK::treats::Compound:Disease
DB00620	D006934	Compound::DB00620	Disease::MESH:D006934	DRUGBANK::treats::Compound:Disease
DB00620	D002277	Compound::DB00620	Disease::MESH:D002277	DRUGBANK::treats::Compound:Disease
DB00620	D000744	Compound::DB00620	Disease::MESH:D000744	DRUGBANK::treats::Compound:Disease
DB00620	D029503	Compound::DB00620	Disease::MESH:D029503	DRUGBANK::treats::Compound:Disease
DB00620	D013921	Compound::DB00620	Disease::MESH:D013921	DRUGBANK::treats::Compound:Disease
DB00620	D014235	Compound::DB00620	Disease::MESH:D014235	DRUGBANK::treats::Compound:Disease
DB00620	D014390	Compound::DB00620	Disease::MESH:D014390	DRUGBANK::treats::Compound:Disease
DB00620	D012598	Compound::DB00620	Disease::MESH:D012598	DRUGBANK::treats::Compound:Disease
DB00620	D001929	Compound::DB00620	Disease::MESH:D001929	DRUGBANK::treats::Compound:Disease
DB00620	D009879	Compound::DB00620	Disease::MESH:D009879	DRUGBANK::treats::Compound:Disease
DB00620	D013700	Compound::DB00620	Disease::MESH:D013700	DRUGBANK::treats::Compound:Disease
DB00620	D014605	Compound::DB00620	Disease::MESH:D014605	DRUGBANK::treats::Compound:Disease
DB00620	D007249	Compound::DB00620	Disease::MESH:D007249	DRUGBANK::treats::Compound:Disease
